버스정류장ARS번호,역명,승차총승객수,하차총승객수,총이용객수,위도,경도
05149,구의역2번출구,1907,1150,3057,37.5377026867,127.0879772581
05150,래미안구의파크스위트,337,505,842,37.5447158904,127.0890122213
05151,구의2동주민센터입구,581,481,1062,37.5492515718,127.0897846677
05152,구의2동주민센터입구,494,978,1472,37.5486416815,127.08958588
05153,구의사거리,583,812,1395,37.5456510932,127.0857469566
05154,구의사거리,806,637,1443,37.5458173579,127.0863480831
05155,래미안구의파크스위트,516,291,807,37.5449638155,127.0890507143
05157,현대아파트앞,354,168,522,37.539643765,127.0941742917
05158,광진우체국,134,307,441,37.537998,127.090409
05162,테크노마트앞.강변역,1317,794,2111,37.5368645137,127.0937549878
05163,구의현대2단지아파트,88,415,503,37.5378533679,127.0965424639
05164,올림픽대교북단사거리,381,423,804,37.5433926994,127.0932099949
05165,올림픽대교북단사거리,553,384,937,37.5433887171,127.0936875546
05166,광장동현대아파트앞,608,147,755,37.541909114,127.0977640864
05167,광장동현대아파트앞,83,589,672,37.54207254,127.0989722091
05168,광나루역.극동아파트,115,502,617,37.5435355041,127.1029628675
05169,광나루역.극동아파트,1042,189,1231,37.5442424761,127.1033202823
05170,어린이대공원역2번출구,343,933,1276,37.546984,127.075378
05175,광진구청,1008,1931,2939,37.5387627825,127.0831891894
05176,자양사거리,783,343,1126,37.5369337778,127.0824320547
05177,자양사거리,276,623,899,37.5367503042,127.0821044683
05178,자양초등학교앞,388,317,705,37.5379478514,127.0784673729
05179,자양초등학교앞,287,476,763,37.5374228649,127.0792651176
05180,건국대학교앞,526,1115,1641,37.5387452063,127.0750483076
05181,국가기록원성남분원.코이카,3,20,23,,
05182,국가기록원성남분원.코이카,15,2,17,,
05183,자양미소약국.자양골목시장,471,748,1219,37.53275,127.077319
05185,자양동우체국.중앙농협,608,1222,1830,37.531572725,127.081413066
05187,자양하늘채베르아파트앞,510,886,1396,37.5321922367,127.0846079653
05188,자양동잠실대교북단,1305,1105,2410,37.5329553244,127.0848057104
05189,신자초등학교앞,1030,296,1326,37.5304403173,127.0749155368
05190,자양미소약국.자양골목시장,1181,579,1760,37.5327003382,127.0768712862
05191,자양동우체국.중앙농협,1551,695,2246,37.5315308364,127.0807386521
05192,동서울우편집중국앞,591,834,1425,37.5350521104,127.084337729
05193,자양하늘채베르아파트앞,1131,483,1614,37.5319732231,127.0846733447
05194,자양동잠실대교북단,752,1226,1978,37.5321201527,127.0858514017
05195,자양2동주민센터,164,63,227,37.527949,127.08517
05196,구립행복마루어린이집,190,38,228,37.527743,127.082213
05197,자양한강도서관,176,21,197,37.528429,127.078333
05199,구의역3번출구,1066,1235,2301,37.5375186301,127.0882893582
05200,국민은행신자양지점,439,330,769,37.5355719112,127.066874712
05201,신양초등학교앞,204,309,513,37.5349118182,127.0692877009
05202,신양초등학교앞,223,80,303,37.535233709,127.0689474032
05203,뚝도변전소앞,495,723,1218,37.5360909985,127.0689075815
05204,광진문화예술회관,2185,1547,3732,37.5385652456,127.0701692006
05205,복정파출소.복정캠퍼스맛집거리,1788,958,2746,37.5384461141,127.0748753929
05209,신자초등학교앞,1,599,600,37.530768,127.074922
05210,자양우성아파트앞,172,461,633,37.5337952382,127.0734112939
05211,자양우성아파트앞,581,163,744,37.533946958,127.0734066984
05212,자양고교앞,386,249,635,37.5345790942,127.0711714016
05213,자양고교앞,174,500,674,37.53431586,127.0713601174
05214,대동아파트앞,242,476,718,37.536419,127.068967
05215,국민은행신자양지점,468,531,999,37.5357293289,127.0672016099
05216,영동교골목시장,947,980,1927,37.5395029881,127.0626912618
05217,건대입구역6번출구,1087,1617,2704,37.5408268775,127.0672788711
05218,건대로데오거리입구,1965,1801,3766,37.539081,127.070158
05219,노룬산시장앞,443,508,951,37.5368058708,127.0629447386
05220,영동대교북단,1180,2149,3329,37.5367146879,127.0611888361
05221,노룬산시장앞,588,335,923,37.5366067526,127.0628993085
05222,신양초등학교앞,320,40,360,37.5338028399,127.0679166913
05223,자양4동주민센터앞,29,182,211,37.533632,127.067497
05224,성수사거리,486,435,921,37.5431585111,127.0647765888
05225,화양사거리,609,596,1205,37.5472318425,127.0670885688
05226,광진광장,918,557,1475,37.5477151717,127.0715209148
05227,어린이대공원역4번출구,1234,1474,2708,37.5466216409,127.0736284938
05228,한아름공원,513,1154,1667,37.543765,127.072222
05229,건대입구역사거리.건대병원,564,2304,2868,37.548983,127.093185
05230,건대입구역1번출구,1513,492,2005,37.5408957525,127.0681672642
05231,어린이대공원역3번출구,1096,451,1547,37.5468045831,127.0751469149
05232,건대입구역사거리.건대병원,4845,2163,7008,37.5408198597,127.071248506
05233,어린이회관,118,359,477,37.5452722228,127.079595313
05234,천주교화양동성당,1098,1586,2684,37.5459043941,127.0735881785
05235,송정동서울숲아이파크,384,476,860,37.5517044591,127.0695975111
05236,송정동건영아파트,393,370,763,37.5547537734,127.0712985506
05237,군자교남단,81,121,202,37.557410967,127.0727879339
05238,중앙농협군자지점,630,201,831,37.5577085489,127.0767090775
05239,중앙농협군자지점,257,538,795,37.5571562758,127.0765591034
05240,능동우편취급국,86,289,375,37.5561609072,127.0760329007
05241,군자삼거리,403,197,600,37.5549755455,127.0752869423
05242,군자삼거리,133,249,382,37.5546466232,127.0753228303
05243,세종초등학교.세종사이버대학교앞,617,349,966,37.5535248785,127.0733966913
05244,세종초교앞,208,412,620,37.5538666538,127.0743618087
05245,군자새마을금고.성동광진위센터,389,465,854,37.5518512093,127.0713225073
05246,군자새마을금고앞,398,425,823,37.5513566499,127.0710877554
05247,장안초등학교,749,448,1197,37.5486923124,127.070754754
05248,장안초등학교,360,442,802,37.5485801736,127.0704835547
05249,화양사거리,981,711,1692,37.5483288986,127.0686841693
05250,광진광장,1077,1124,2201,37.5480051511,127.0715410787
05251,어린이대공원앞.세종대학교,306,423,729,37.549752,127.07544
05252,능동교회앞,634,531,1165,37.5528739948,127.0769927342
05253,능동사거리.군자역7번출구,1605,1871,3476,37.556322,127.07882
05256,아차산역삼거리,141,366,507,37.554581226,127.0867859773
05257,용마초등학교,273,595,868,37.5565422552,127.081723671
05258,어린이대공원후문,884,689,1573,37.5508666828,127.0905075507
05259,서울화양동우체국,440,460,900,37.5481104097,127.0687743625
05260,중곡동입구,406,667,1073,37.554798956,127.0882622041
05261,제일은행사거리,443,21,464,37.5335505333,127.0747505569
05262,동곡삼거리,111,37,148,37.5636739408,127.0779538856
05263,건대병원입구,542,453,995,37.5421084758,127.0714727877
05265,광진청소년센터,201,189,390,37.5459514944,127.1053745185
05267,테크노마트앞.강변역,633,705,1338,37.5369050205,127.0938031252
05268,중곡동성당,42,17,59,37.5627654195,127.0824010859
05269,종합의료복합단지,15,10,25,37.564373065,127.0833026919
05270,중곡역.국립정신건강센터,44,46,90,37.5662294972,127.0843249567
05271,용곡삼거리,2,0,2,37.5685782991,127.0855997978
05272,구의3동주민센터,303,542,845,37.5390684116,127.0925470575
05273,구의3동주민센터,561,526,1087,37.5390484885,127.0921000962
05298,광진구민체육센터,202,194,396,37.5469081131,127.1078574657
05299,광나루우편취급국,210,46,256,37.5474023285,127.1063092687
05499,건대입구,35,782,817,37.5401911408,127.0709898289
05500,중곡4동경로당입구앞,47,0,47,37.5591306198,127.0939630731
05501,중곡아파트.종점,1,25,26,37.5663789768,127.0779156425
05503,긴고랑종점,82,48,130,37.562194465,127.0960429247
05504,정보도서관,542,364,906,37.5502486719,127.1104622298
05505,강원설비앞,65,13,78,37.5590029448,127.0901359394
05506,강원설비앞,5,53,58,37.5588490108,127.0899354071
05508,중앙상회앞,180,1,181,37.5601590013,127.0947974601
05509,한강호텔입구,39,4,43,37.5484546316,127.1094523282
05510,중곡4동경로당입구앞,0,47,47,37.5591925416,127.0942812172
05511,중곡아파트.기점,63,127,190,37.5668768426,127.0781637961
05512,구.새마을금고앞,25,1,26,37.5614417271,127.0871709238
05513,CU중곡긴고랑점앞,117,0,117,37.5589159963,127.0930312463
05514,광나루현대아파트,110,29,139,37.546721738,127.1075869834
05515,긴고랑주차장,42,0,42,37.5609606399,127.0956309346
05517,신성시장입구,280,17,297,37.5585269693,127.0880096605
05518,중곡4동어린이집입구,67,7,74,37.5586845522,127.0917043706
05519,신동아아파트,53,148,201,37.5463512912,127.105328946
05522,새마을금고.브레드제과점,140,18,158,37.5576339581,127.0892468924
05523,긴고랑입구,43,25,68,37.5588770015,127.0886688403
05527,우리들약국,206,26,232,37.5569014807,127.0902850791
05528,광남고.삼성아파트,190,98,288,37.5419477863,127.1014183009
05531,해오름공원입구,167,47,214,37.5563079173,127.0911230749
05533,현대3차아파트,245,92,337,37.5404651876,127.0996486938
05535,기업은행.용마사거리,206,40,246,37.5624460371,127.0814330674
05536,기원정사입구,363,97,460,37.5548826175,127.0931371525
05539,송림식당앞,91,179,270,37.5368221134,127.0766299665
05540,중곡우체국앞,126,119,245,37.5611637445,127.0840577691
05541,영화사입구,203,46,249,37.5542285469,127.0941176381
05542,군자역,403,145,548,37.5578748138,127.0800822765
05543,강변역.테크노마트앞,192,563,755,37.5363934727,127.0948590232
05544,자양중학교앞,72,178,250,37.5346905273,127.0759963869
05545,성안약국,128,35,163,37.5532100607,127.0932969209
05549,지영슈퍼,185,99,284,37.5518187362,127.0921939479
05550,구의역,327,143,470,37.5382387949,127.0892373497
05551,국민은행자양지점,179,426,605,37.5319860054,127.0792387772
05553,아차산역사거리,192,90,282,37.5507215451,127.0913081489
05554,중곡보건지소,120,154,274,37.5595305795,127.0870747483
05555,썬더치킨앞,30,86,116,37.5415506336,127.0900164716
05556,영동대교입구.성수사거리,36,82,118,37.5428255093,127.064525855
05558,선화예고앞,306,99,405,37.5494847466,127.0900588338
05559,긴고랑입구,47,67,114,37.5587364311,127.0886686737
05560,구의홈마트앞,29,69,98,37.5402902234,127.0897229975
05561,화양동현대아파트,7,110,117,37.5439827587,127.0652401586
05562,성자초등학교앞,235,298,533,37.5313000096,127.0822557273
05563,한국켄트외국인학교,288,144,432,37.5477299911,127.0880988204
05564,중곡4동어린이집입구,1,66,67,37.5585169771,127.0916679445
05565,래미안구의파크스위트사거리,46,158,204,37.5440489261,127.0906000271
05566,성수대우프레시아1차아파트,8,374,382,37.5452943403,127.0659848276
05569,CU중곡긴고랑점앞,1,74,75,37.5587592285,127.0930027538
05571,화양사거리성수SKV1센터,8,126,134,37.546257958,127.0664104572
05572,행운슈퍼앞,102,148,250,37.5329501167,127.0870098898
05574,중앙상회앞,0,125,125,37.5601577922,127.0949721336
05576,한창주택,60,121,181,37.5336144423,127.0891356598
05578,광장중학교앞,50,184,234,37.5467903263,127.1024015366
05579,구의아크로리버앞,112,407,519,37.5352926857,127.0921362577
05580,구의역4번출구,135,2002,2137,37.5366543055,127.084837057
05581,장신대앞,22,91,113,37.5475393553,127.1052273651
05582,강변역A,1051,884,1935,37.535988,127.093833
05584,워커힐아파트입구,11,27,38,37.5478863435,127.1065941453
05585,동서울호텔앞,266,40,306,37.5345920961,127.0920490446
05587,워커힐아파트,120,133,253,37.5500035243,127.1075883052
05588,한창주택,128,83,211,37.5337153779,127.0891188071
05589,행운슈퍼앞,89,111,200,37.5330699358,127.0870462374
05591,워커힐아파트입구,47,7,54,37.5480798615,127.1065163612
05594,구의역1번출구,1514,134,1648,37.5369298571,127.084788302
05595,장신대앞,62,19,81,37.5476304504,127.1051324275
05596,성자초등학교앞,269,241,510,37.5315196593,127.0825682599
05597,광장중학교앞,108,19,127,37.5469479421,127.1024888949
05599,광진경찰서앞,262,530,792,37.542346877,127.0843546327
05600,한전삼거리,14,4,18,37.5454433478,127.097965691
05668,국민은행자양지점,360,233,593,37.5322779304,127.0790299525
05670,청구아파트앞,51,30,81,37.5423895999,127.0967938276
05671,광장자이아파트,21,34,55,37.542252836,127.0949238539
05672,서울서광교회앞,76,194,270,37.5475847263,127.088351026
05677,자양중학교앞,192,117,309,37.5346353803,127.0762758207
05679,래미안구의파크스위트사거리,253,51,304,37.5441301287,127.0904643237
05680,자양1파출소앞,201,158,359,37.5367651642,127.0769071428
05687,면곡시장,162,467,629,37.571462406,127.0813749581
05690,동곡삼거리,48,147,195,37.5638021287,127.0782624509
05709,지영슈퍼,44,149,193,37.5517744916,127.0923104685
05710,세븐일레븐구의중앙로점앞,116,26,142,37.5415633601,127.089870505
05713,성안약국,42,181,223,37.5531415024,127.0933919081
05714,구의홈마트앞,40,98,138,37.5403191787,127.089564605
05716,종로약국앞,75,198,273,37.5575879581,127.0881058981
05717,영화사입구,44,305,349,37.5540834447,127.0941502787
05718,구의역,75,380,455,37.5382758492,127.08909255
05720,기원정사입구,99,325,424,37.5551737566,127.0930355787
05721,테크노마트.광진문화원,534,96,630,37.5370205329,127.0961011535
05723,해오름공원입구,51,200,251,37.5563302584,127.0913641894
05724,프라임아파트앞,58,43,101,37.5378379672,127.0970323661
05726,용마사거리,1,143,144,37.5627570449,127.0812432362
05727,우리들약국,26,101,127,37.5570437893,127.0903690097
05728,현대3.5차아파트,127,167,294,37.5407790748,127.1003518538
05731,새마을금고앞,32,158,190,37.5577311656,127.0893930217
05732,광남고.삼성아파트,41,150,191,37.5423430827,127.1017492793
05733,자양종합복지관앞,0,270,270,37.5324649901,127.075429514
05735,신성시장입구,72,145,217,37.5586702034,127.0880630283
05737,대순진리회앞.구.새마을금고,15,114,129,37.5609548433,127.0875676658
05739,대원외고앞,0,137,137,37.5632448358,127.0871413296
05740,광나루현대아파트,9,75,84,37.5466936524,127.1077533058
05741,중곡4동파출소,0,113,113,37.5654194455,127.0867703018
05742,한강호텔입구,0,43,43,37.5482745397,127.1093151239
05744,워커힐팰리스,24,144,168,37.5500133218,127.1096719072
05752,아차산역사거리,157,291,448,37.5506719315,127.0914351492
05755,중곡119안전센터,15,6,21,37.5667567645,127.0862442255
05757,구의3동주민센터,181,101,282,37.5380104633,127.0916151163
05990,광장자이아파트,57,30,87,37.5421672546,127.0949108596
05992,한전삼거리,0,29,29,37.5452405574,127.0980186154
05993,청구아파트앞,11,51,62,37.5432605587,127.0961815897
05994,용마사거리,15,24,39,37.5618532936,127.0822104997
05998,구의교통차고지,18,21,39,37.562731,127.086994
05999,강변역.테크노마트앞,751,827,1578,37.5363411077,127.0947896041
06001,답십리역사거리,1620,948,2568,37.5651870868,127.0550604632
06002,청년회의소,1643,1184,2827,37.5619653169,127.0612838214
06003,장한평역,1862,2134,3996,37.5611510646,127.0672869559
06004,신답초등학교.청계한신휴플러스,420,662,1082,37.571753,127.044292
06005,신답초등학교.청계한신휴플러스,650,836,1486,37.5717559096,127.0447281029
06006,동대문구청,731,1086,1817,37.5740954485,127.038327222
06007,서울시동부병원,822,1131,1953,37.5739292519,127.0309536211
06008,신설동역.서울풍물시장,698,1514,2212,37.574427911,127.0257176822
06009,중랑교,1675,1933,3608,37.5916996082,127.0677039967
06010,중랑교,1841,1350,3191,37.5914246178,127.0668383757
06011,삼육서울병원,1946,1854,3800,37.589691279,127.0606858682
06012,삼육서울병원,2142,2051,4193,37.589992454,127.0619514091
06013,시조사삼거리,816,1000,1816,37.588707,127.056888
06014,떡전교사거리.동대문노인복지관,1639,1804,3443,37.5864439121,127.0520111918
06015,청량리역환승센타,5110,7073,12183,37.5804025104,127.0454307288
06016,청량리역환승센타,1641,1159,2800,37.5802508767,127.0460771387
06017,동대문구청,1012,588,1600,37.5734588708,127.0399889148
06018,청량리역환승센터,3503,1541,5044,37.5802240706,127.0457513342
06019,청량리역환승센터,6169,2939,9108,37.5803029185,127.0457230797
06020,청량리역환승센터,2118,1651,3769,37.5807152606,127.0453667154
06021,청량리미주아파트.동대문세무서,1463,2808,4271,37.58278,127.048395
06022,청량리.청과물도매시장,4218,3873,8091,37.5787911202,127.0406051232
06023,제기동역.서울약령시,2673,2997,5670,37.5781433423,127.0377802394
06024,제기동역.서울약령시,2566,2444,5010,37.5782136235,127.036575079
06025,용두동사거리,1408,1794,3202,37.5775320632,127.0299882252
06026,용두동사거리.한국의류시험연구원,1295,1380,2675,37.5771526546,127.0282789088
06027,신설동역,1813,1739,3552,37.5761500409,127.0250446359
06028,신설동역,911,1501,2412,37.575826798,127.0238433051
06101,신설동역,887,893,1780,37.576453593,127.0255836506
06102,신설동역,900,612,1512,37.5762453617,127.025947005
06103,용두동한국의류시험연구원,102,241,343,37.5775187657,127.029114172
06104,용두로타리한국의류시험연구원,216,91,307,37.5772564569,127.0294820292
06106,제기역약령시장,417,195,612,37.5780535417,127.0368349109
06107,신설동역1번출구,2244,1301,3545,37.5766303332,127.0233166791
06112,청량리미주상가앞,66,113,179,37.5818902252,127.0476780218
06113,서울성심병원,388,797,1185,37.5843923886,127.0502442553
06114,서울성심병원,2791,2222,5013,37.5846074691,127.0508977332
06115,시조사,6,43,49,37.5868487759,127.0522795666
06117,휘경동입구,918,1408,2326,37.5876644832,127.0552071034
06118,삼육서울병원,130,660,790,37.5897656487,127.0606123322
06120,래미안라그란데아파트,911,309,1220,37.600355,127.06193
06121,중랑교,352,223,575,37.59114436,127.0664306844
06122,회기시장,1052,1200,2252,37.5912026288,127.0566389299
06123,회기시장,1619,1288,2907,37.5908060401,127.0565879609
06124,경희중고,620,754,1374,37.5929228111,127.0577445104
06125,경희중고,342,907,1249,37.5933472946,127.0583346646
06126,외대앞,1939,958,2897,37.5956282146,127.0596059335
06127,외대앞,1158,1764,2922,37.5954812555,127.0597677578
06128,이문동우체국,490,457,947,37.598348,127.061338
06129,이문동교회,477,904,1381,37.6002569171,127.0621071328
06130,의릉입구,688,369,1057,37.603888,127.061963
06131,의릉입구,373,757,1130,37.6034852714,127.0621763625
06132,한천로쌍용아파트앞,351,151,502,37.5981910949,127.0676192785
06133,한천로쌍용아파트앞,136,304,440,37.5986649133,127.0678869789
06134,이문동삼익아파트,397,260,657,37.5945485558,127.0682139128
06135,이문동삼익아파트,124,261,385,37.5951035399,127.0683627707
06136,동일스위트리버아파트.휘봉고교,415,633,1048,37.5877987669,127.0677525508
06137,휘경유수지견인차고지앞,109,101,210,37.58842,127.068577
06138,답십리래미안엘파인아파트,153,101,254,37.5756772295,127.067330886
06140,서울준법지원센터.동성빌라,241,588,829,37.5855552625,127.0673893111
06141,서울준법지원센터.동성빌라,442,248,690,37.5856794521,127.0676702359
06142,휘경여중고휘경주공아파트앞,976,1348,2324,37.5826030732,127.0682824634
06143,휘경여중고휘경주공아파트,1060,681,1741,37.5821574897,127.0685434142
06144,장안동현대아파트앞,875,953,1828,37.5797461738,127.0685412036
06145,전곡시장앞,628,367,995,37.5772370675,127.06779506
06146,전곡시장앞,417,506,923,37.5773293235,127.0681419969
06147,답십리촬영소.우성그린아파트,475,365,840,37.5741908611,127.0668512705
06148,촬영소사거리.우성그린아파트,456,613,1069,37.5735106563,127.0669165487
06149,동답초등학교,394,572,966,37.5710397628,127.065489039
06150,동답한신동아아파트,1211,493,1704,37.5696220827,127.0641135329
06151,동답한신동아아파트,533,752,1285,37.568881615,127.0639045358
06152,동아.위더스빌아파트,732,1184,1916,37.5667402906,127.0622143149
06153,동아.위더스빌아파트,963,578,1541,37.566603,127.06181
06154,하나은행장안동지점,352,673,1025,37.5634035936,127.0585564607
06155,장한평역4번출구,1660,1197,2857,37.5613115442,127.067137684
06156,청년회의소앞,619,644,1263,37.5621102645,127.0615307058
06157,고미술상가,239,727,966,37.563609188,127.0572974308
06158,답십리역.동부시장,1272,2378,3650,37.5672562517,127.0525194449
06159,신답역앞,479,436,915,37.5708430857,127.0470913509
06160,동대문구청.용두역4번출구,605,493,1098,37.5734350116,127.0397135905
06161,용두역,352,485,837,37.573977,127.037268
06162,용두동신동아아파트,796,673,1469,37.5737704369,127.0317924634
06163,동대문우체국.서울풍물시장,1256,558,1814,37.574759758,127.0245652731
06164,동대문구청.용두역3번출구,858,847,1705,37.5755374598,127.0383451914
06165,동대문구청.용신동주민센터,827,1587,2414,37.5765807726,127.0384168651
06166,동대문구청.용신동주민센터,1069,1022,2091,37.5753096484,127.0379882341
06167,경동시장앞,1118,714,1832,37.5819989191,127.0387559286
06168,성남시청후문앞,611,895,1506,37.5819251477,127.0383947016
06169,경동시장,1518,1314,2832,37.5799644113,127.038283869
06170,홍파초등학교,400,684,1084,37.585531,127.038639
06171,홍파초등학교,1306,1205,2511,37.5855971074,127.0383377075
06172,제기동한신아파트앞,500,748,1248,37.587603,127.037888
06173,고려대역.고대앞삼거리,1571,1281,2852,37.5894337656,127.0366856036
06174,고려대역.고대앞삼거리,1318,1395,2713,37.5887478517,127.0366498479
06175,고려대학교앞,2015,1718,3733,37.5881363102,127.0346801536
06176,우신향병원,600,595,1195,37.5857223011,127.0323863454
06177,안암오거리,823,998,1821,37.5824613624,127.0298970499
06178,대광고등학교앞,470,743,1213,37.5797777214,127.0255621436
06179,종암초등학교앞,357,354,711,37.5816186068,127.0295992386
06180,샤니.삼영전자,315,276,591,37.5791115868,127.0303341829
06181,샤니후문,166,407,573,37.579035,127.030161
06182,서울시동부병원,936,795,1731,37.5758964701,127.0304302445
06183,서울시동부병원,577,569,1146,37.5761901571,127.0306952909
06184,동아제약앞,765,478,1243,37.5725993738,127.0304424882
06185,동아제약앞,709,823,1532,37.5727164409,127.0307312249
06186,떡전교앞,917,754,1671,37.5849040401,127.0526948922
06187,떡전교앞,1186,1277,2463,37.5846184473,127.0525769324
06188,서울시립대입구,1117,1058,2175,37.5830057298,127.0540556741
06189,서울시립대학교앞,930,1413,2343,37.5826804893,127.053939948
06190,서울시동부교육지원청.해성국제컨벤션고교,1402,808,2210,37.5791853497,127.0568650184
06191,전농로터리시장.동부교육지원청,825,1343,2168,37.578817,127.05676
06192,전농우체국앞,909,893,1802,37.576367,127.057575
06193,전농우체국앞,861,551,1412,37.5765201613,127.0578903291
06194,청솔우성아파트.답십리시장,940,969,1909,37.5737092806,127.0576479903
06195,미드카운티아파트.청솔우성아파트,1186,934,2120,37.5741112935,127.0573890413
06196,답십리2동시온교회앞,545,472,1017,37.5705961302,127.0573999289
06197,답십리1동희망샘교회앞,709,485,1194,37.5705241856,127.0571055329
06198,답십리초등학교.현대시장,902,554,1456,37.568453856,127.0572012663
06199,답십리초등학교앞,347,629,976,37.5686265703,127.0569308801
06200,답십리역사거리,1952,828,2780,37.5655060079,127.0552010664
06201,황물로사거리,307,1019,1326,37.5665418919,127.0559919809
06202,답십리1동주민센터.래미안위브,659,389,1048,37.5723670085,127.0510037445
06203,답십리1동주민센터.래미안위브,666,1006,1672,37.5720993946,127.0511402741
06204,동대문중학교,554,331,885,37.5750129513,127.0537544246
06205,동대문중학교,387,888,1275,37.5741762971,127.0532771747
06206,전농래미안크레시티아파트,859,486,1345,37.5762802499,127.0555920845
06207,대한노인회동대문구지회,759,829,1588,37.5762111791,127.0559030771
06208,전농사거리,354,424,778,37.5778147722,127.0590375541
06209,전농사거리,611,793,1404,37.5775633596,127.059240552
06210,배봉초등학교.전농우성아파트,1186,454,1640,37.5786953183,127.0672948159
06211,배봉초등학교.전농우성아파트,428,1122,1550,37.5784402407,127.0674157317
06212,장안2동주민센터,1209,1196,2405,37.5788403828,127.0704039846
06213,장안2동주민센터,1611,1100,2711,37.5786959839,127.0704638197
06214,장안교앞,516,874,1390,37.5796533965,127.0739714006
06215,장안교은석초등학교,666,319,985,37.5796191566,127.0746902496
06216,청량리역6번출구,227,1743,1970,37.578083,127.043803
06217,청량리역6번출구,784,276,1060,37.577945301,127.043785792
06218,롯데캐슬노블레스,653,576,1229,37.5755552627,127.0484716502
06219,전농시장앞,297,571,868,37.5760847235,127.0471184271
06220,래미안크레시티.답십리도서관,631,418,1049,37.574561753,127.0502439795
06221,동대문구답십리도서관앞,365,511,876,37.573881303,127.051026821
06222,답십리래미안위브아파트,119,236,355,37.5727689807,127.0548282074
06223,답십리래미안미드카운티,452,166,618,37.57298,127.055558
06224,답십리종합상가,137,233,370,37.5727320519,127.0567075826
06225,성남시청후면,720,582,1302,37.572753697,127.0585128409
06226,한양아파트.청솔우성아파트후문,303,307,610,37.5729536188,127.0587580146
06227,답십리2동한양아파트앞,193,375,568,37.5726702291,127.0614069359
06228,답십리2동한양아파트앞,132,282,414,37.5729573511,127.0611222564
06229,동답한신.대림아파트동대문체육관,135,380,515,37.572663,127.063768
06230,촬영소사거리.동답초등학교,174,445,619,37.572642,127.065212
06231,촬영소사거리.세양청마루아파트앞,402,227,629,37.5728897611,127.0653558711
06232,동대문구.성동구선거관리위원회,385,835,1220,37.5724872082,127.0682024772
06233,동대문구.성동구선거관리위원회,413,204,617,37.5727734631,127.0678744595
06234,장안사거리,813,412,1225,37.5725845345,127.070338726
06235,국민은행장안동지점,1697,1135,2832,37.5723759111,127.0734972565
06236,국민은행장안동지점,872,818,1690,37.5720533595,127.0742100898
06237,장안동근린공원,562,331,893,37.5773238141,127.0719536475
06238,장안동근린공원,192,523,715,37.5783141497,127.0723879948
06239,동대문더퍼스트데시앙아파트,675,455,1130,37.574992107,127.0717763134
06240,NH농협장안평지점,540,688,1228,37.5751529569,127.0721655351
06241,코리아병원,545,557,1102,37.5732069079,127.0716598633
06242,새서울병원,763,807,1570,37.5731012702,127.0720050585
06243,장안동삼성쉐르빌아파트,212,990,1202,37.5713996448,127.0713568649
06244,장안동삼성쉐르빌아파트,2027,649,2676,37.571238,127.070843
06245,힐스테이트장안센트럴,215,953,1168,37.569605,127.070183
06246,현대벤처빌.현대썬앤빌,2214,571,2785,37.5689208635,127.0694007013
06247,현대벤처빌,301,1277,1578,37.5682414609,127.0692809071
06248,우리은행장안지점앞,719,1655,2374,37.566393,127.067727
06249,우리은행장안지점앞,366,780,1146,37.565598658,127.0676384821
06250,북한연구소앞,216,312,528,37.5634648165,127.0661434798
06251,장한평역2번출구,1752,4352,6104,37.5622965411,127.0649278366
06252,장한평역3번출구,4359,913,5272,37.5624370636,127.0654362294
06253,신이문역,1127,1003,2130,37.6026165732,127.0679015637
06254,이문동현대아파트앞,256,516,772,37.6010179381,127.070677379
06255,이문동현대아파트,468,230,698,37.6008590191,127.0709847069
06256,휘경2동주민센터,199,630,829,37.5907361464,127.0680485017
06257,휘경2동주민센터,574,206,780,37.5905048929,127.0680858743
06258,동부아동상담소.동국대부속중고,151,41,192,37.576833541,127.0763833794
06259,장안삼성래미안2차아파트,207,36,243,37.574681581,127.0766223278
06260,장안삼성래미안2차아파트.성복교회,71,36,107,37.5728468216,127.0768144692
06261,장안현대홈타운아파트앞,67,108,175,37.5697591707,127.073388625
06262,구민회관앞,366,136,502,37.5663862675,127.073941301
06263,파라브아파트,280,147,427,37.5635828092,127.0723739757
06264,장안현대홈타운상가,183,352,535,37.571308398,127.0743786204
06265,장안현대홈타운앞,449,138,587,37.5692893642,127.0756173134
06266,장안치안센터,150,112,262,37.5679458841,127.0724996415
06267,장안치안센터,163,217,380,37.568222123,127.0727017522
06268,장평중학교,35,52,87,37.565745401,127.0709395499
06269,회기역종점,1883,1695,3578,37.5899003691,127.0588619251
06270,경희대입구,1428,1024,2452,37.5912717108,127.0530131529
06271,경희대입구,813,847,1660,37.5915831099,127.0527127306
06272,서울바이오허브,607,878,1485,37.5913878427,127.0501400812
06273,서울바이오허브,674,328,1002,37.5916089493,127.0492768654
06274,한국과학기술원.홍릉초등학교,270,177,447,37.591769,127.045747
06275,한국과학기술원.홍릉초등학교,195,620,815,37.5915445702,127.0469641413
06276,국방연구원,239,280,519,37.5914093283,127.0411809472
06277,국방연구원,352,434,786,37.5911039928,127.040058371
06278,세종대왕기념관,247,64,311,37.5898533719,127.042380198
06279,세종대왕기념관,66,105,171,37.5904615395,127.0425673859
06280,영휘원사거리.홍릉사거리,418,83,501,37.5860009275,127.0431751633
06281,영휘원사거리.홍릉사거리,154,434,588,37.586014337,127.043466176
06282,동대문경찰서,83,196,279,37.583817328,127.0438781813
