버스정류장ARS번호,역명,승차총승객수,하차총승객수,총이용객수,위도,경도
16503,서광아파트,79,0,79,37.5788332307,126.8194426148
16504,마곡엠밸리7단지앞,3,3,6,37.5654207293,126.8244646004
16505,대림아파트,17,9,26,37.5483303142,126.8751414211
16506,하나마트,102,51,153,37.5524923381,126.8531015943
16507,정곡초교,21,4,25,37.5760007418,126.8186173155
16508,등명중학교,56,19,75,37.5590951148,126.8429614647
16509,동아3차아파트,42,69,111,37.5494621232,126.8760290974
16510,미주아파트,108,71,179,37.5375050938,126.8551022133
16511,백연공원,78,87,165,37.5506285112,126.8520877836
16512,방화4단지,0,61,61,37.5767450272,126.8134033207
16513,등촌3동성당사거리,170,61,231,37.5588259101,126.8458653593
16514,기업은행,80,97,177,37.5502377469,126.8732764729
16515,방송인아파트,115,65,180,37.5371967258,126.8540561396
16516,강서대학교,174,135,309,37.5494785312,126.851224259
16517,방화3동주민센터,2,12,14,37.578176,126.813948
16518,등촌6단지,188,84,272,37.5595698622,126.8476782843
16519,관음삼성.보람더하임아파트,24,124,148,37.5524224634,126.8703832733
16520,공작세탁소,44,13,57,37.536466022,126.8543808707
16521,골목시장,125,87,212,37.5486194397,126.850235687
16523,등촌9단지,96,47,143,37.5614067814,126.8487623402
16524,염창중학교,72,189,261,37.5533520946,126.8709339914
16525,세븐일레븐강서메인점,137,12,149,37.5350565116,126.8558560931
16526,SK브로드밴드강서방송,274,125,399,37.5478099476,126.849284385
16527,정곡초교,0,43,43,37.5758468665,126.8195723539
16528,강서세무서.공항초교,6,26,32,37.5620054578,126.8206089735
16529,남부시장,80,96,176,37.5325197799,126.857698479
16530,수정빌딩,321,105,426,37.5458083822,126.8475437164
16532,다솔마을,2,0,2,37.555154,126.816664
16533,화곡유치원,144,82,226,37.5444216025,126.8461326678
16534,마곡엠밸리14단지,5,29,34,37.5580357905,126.8256703019
16535,등촌7단지아파트,142,186,328,37.5612633649,126.8530358421
16536,삼천리아파트,53,55,108,37.5561740306,126.8698493274
16537,화곡중앙하이츠빌라,19,2,21,37.5307477357,126.8580424207
16538,본동시장,260,421,681,37.5428311336,126.8442200427
16539,마곡엠밸리14단지,5,4,9,37.5583235271,126.8247274121
16540,한서고등학교.보람아파트,7,4,11,37.5748665364,126.8114926908
16541,한마음아파트,123,119,242,37.5550445028,126.8678151019
16542,곰달래아파트,39,11,50,37.5297942783,126.8572148649
16543,본동사무소,27,232,259,37.5427020909,126.8477354184
16544,볏골어린이공원,197,899,1096,37.5409676275,126.841975539
16545,방신전통시장앞,14,4,18,37.5733423192,126.8125870322
16546,마곡엠밸리11.12단지상가,0,10,10,37.5586626221,126.8210370123
16547,삼성아파트,34,19,53,37.5294337746,126.8542115306
16548,거성빌라,19,281,300,37.5421787361,126.8490739183
16549,마곡13단지힐스테이트상가,0,20,20,37.5583639272,126.8201379646
16550,겸재정선미술관입구,1,73,74,37.572225,126.837411
16551,한국건강관리협회,199,352,551,37.5538251223,126.8509971757
16552,증미역2번출구,53,130,183,37.557180458,126.8626080867
16553,은창아파트,37,36,73,37.5291208041,126.8518066697
16554,강서구립봉제산어르신복지센터,19,267,286,37.5417729905,126.8502912541
16555,본동시장.새마을금고본점,407,50,457,37.5428192627,126.8427421191
16556,금호APT,1,134,135,37.5743399784,126.8371204609
16557,강서구청입구,338,106,444,37.5532043177,126.8496141991
16558,등촌강변샤르망오피스텔,23,90,113,37.558624739,126.8571485471
16559,마곡13단지힐스테이트후문,0,35,35,37.5567373931,126.8179906008
16560,대영마트,10,345,355,37.5405745983,126.851055235
16561,우체국,32,55,87,37.5441939263,126.8459320265
16562,벽산아파트,2,207,209,37.5755640607,126.8367589013
16563,우장산꿈에그린아파트,106,117,223,37.5532921022,126.8477997172
16564,등촌현대아파트,48,88,136,37.5566172929,126.8550855865
16565,까치산역1번출구,1663,681,2344,37.5326055625,126.8463346005
16566,정은파크빌,16,365,381,37.540005562,126.8514173531
16567,화곡초교,68,86,154,37.543584805,126.8465565086
16568,벽산아파트,316,0,316,37.5757388784,126.8366805582
16569,롯데3차APT,76,91,167,37.5528724125,126.8465770816
16570,하이웨이주유소,98,119,217,37.5555906416,126.8540853499
16571,까치산시장,10,7,17,37.5335405699,126.8460803531
16572,약수터,78,179,257,37.5387720758,126.8515080655
16573,금호APT,96,1,97,37.574293801,126.8369597981
16574,강서구민회관,46,68,114,37.5530658323,126.8442711774
16576,선교교회,13,29,42,37.5343420215,126.8477612943
16577,겸재정선미술관입구,82,3,85,37.5718308684,126.8374304603
16578,발산어린이집,204,218,422,37.554367135,126.8416539309
16579,화곡탑건진선미아파트,14,79,93,37.5359934136,126.8468187447
16580,삼거리,141,25,166,37.5373877789,126.850132431
16581,롯데1차,2,59,61,37.554512744,126.8409792491
16583,GS화곡개나리점,7,128,135,37.5365674526,126.848043724
16586,내발산복합복지센터,130,121,251,37.5545324812,126.8399795935
16588,빨래터세탁소,4,215,219,37.5369625024,126.8492383261
16589,안골공원,4,10,14,37.5359315073,126.8512590982
16591,우장산월드메르디앙아파트,98,142,240,37.5547901531,126.8378891311
16592,방화동동부센트레빌아파트,7,1,8,37.5733691977,126.8138107751
16593,삼거리,14,185,199,37.5373368223,126.8502333606
16594,강남슈퍼,1,23,24,37.5351941142,126.8510240698
16595,프라임마트,10,5,15,37.5728737933,126.8182381117
16597,태창아파트,43,94,137,37.5375766335,126.8508560508
16598,신정초교,7,18,25,37.5325973854,126.8512080132
16599,정은파크빌,226,21,247,37.5400282017,126.851506706
16601,마곡한솔솔파크,15,8,23,37.5700446393,126.8226596037
16603,길훈아파트,1,4,5,37.5686840065,126.8225722751
16604,마곡중학교,5,1,6,37.5689619652,126.8205580115
16606,마곡나루역,477,158,635,37.5672228992,126.8277919292
16608,롯데R&D센터,71,58,129,37.5713190587,126.8284268111
16609,마곡나루역,63,238,301,37.5671626962,126.8280656444
16613,LG사이언스파크,91,119,210,37.5627653003,126.8339839711
16615,마곡엠밸리1단지,6,1,7,37.5678091263,126.8191530122
16616,마곡나루역,7,28,35,37.5666863778,126.8258170834
16617,마곡나루역5번출구.서울식물원,32,33,65,37.5653148,126.8274784835
16619,서울식물원.숲문화학교,14,49,63,37.5663159615,126.8345109127
16621,마곡역2번출구,19,30,49,37.559962965,126.8259968474
16622,강서세무서.공항초교,15,13,28,37.5619017064,126.8209337487
16624,마곡엠밸리7단지입구,3,6,9,37.565172,126.824676
16625,마곡엠밸리7단지,15,4,19,37.5671695854,126.8235747774
16627,마곡엠밸리3단지입구,3,3,6,37.5674567613,126.8199974298
16628,마곡중학교후문,5,0,5,37.5686373065,126.8208224938
16629,길훈아파트,5,5,10,37.5688328966,126.8227000401
16630,마곡한솔솔파크,11,4,15,37.5696732566,126.8228444257
16631,프라임마트,5,7,12,37.5729863387,126.8181868983
16632,방화동동부센트레빌아파트,1,4,5,37.5735236112,126.8142022387
16633,방신전통시장앞,3,8,11,37.5736123014,126.8129196261
16634,한서고등학교.보람아파트,1,15,16,37.575012494,126.8117492228
16636,동아1.2차아파트,399,189,588,37.5546674977,126.8718806325
16637,약수터,237,325,562,37.5382837732,126.8515195211
16638,동아1.2차아파트,181,316,497,37.5546585833,126.8720632484
16640,마곡우림필유아파트,13,12,25,37.5720190366,126.8206647683
16641,마곡우림필유아파트,22,7,29,37.572048799,126.8202678013
16677,대영마트,191,6,197,37.540598138,126.851143455
16700,롯데R&D센터,25,42,67,37.5703123695,126.828545146
16702,마곡엠밸리7단지,158,249,407,37.5671761267,126.8235218525
16703,신방화역4번출구.마곡중학교,60,282,342,37.5674501387,126.8199236939
16704,신방화역7번출구,197,183,380,37.56661,126.816377
16705,마곡엠밸리4단지,54,151,205,37.5689315825,126.8249811399
16706,마곡엠밸리5단지,112,294,406,37.566192,126.816778
16707,화곡중앙골목시장,1488,1026,2514,37.5347017814,126.837775875
16718,송화벽화시장,578,225,803,37.5479822354,126.8352516144
16721,삼천리아파트,109,83,192,37.5561118066,126.869805293
16722,LG주유소,66,49,115,37.5315297061,126.8577463741
16727,강서구립봉제산어르신복지센터,274,20,294,37.5417776236,126.8503919612
16729,화곡중.고등학교,67,94,161,37.5480159963,126.8332770001
16732,삼거리,18,31,49,37.5371798683,126.850104675
16734,남부시장,246,128,374,37.5325361304,126.8578070724
16745,송정역,131,129,260,37.5613442157,126.8091452122
16778,거성빌라,172,8,180,37.542196174,126.8495909865
16812,덕원여자고등학교.덕원예술고등학교,29,78,107,37.5492511475,126.8321738366
16814,봉제산정상,6,199,205,37.5366775541,126.8516122813
16818,성우빌딩,12,5,17,37.5336266685,126.8575558378
16820,발산초등학교,19,146,165,37.550788238,126.8314177559
16836,로미오이발클럽,5,191,196,37.5360346554,126.8530365707
16849,강서면허시험장.강서농수산물시장,344,91,435,37.5500977258,126.8184684663
16851,염창역2번출구,2,869,871,37.547248,126.87631
16855,태영송화아파트,444,248,692,37.5538754466,126.867513837
16858,세븐일레븐강서메인점,40,146,186,37.5349246412,126.8562745177
16859,화곡초교,71,49,120,37.5434282911,126.8467695833
16861,수명산근린공원,25,214,239,37.552012862,126.8308140121
16862,관음삼성.보람더하임아파트,87,62,149,37.5520520784,126.8703510926
16863,청송평화아파트,3,161,164,37.5352999067,126.853736191
16864,아람마트,55,11,66,37.5344073361,126.85496215
16867,수명산파크1단지,23,395,418,37.5534189491,126.8298250178
16868,새마을금고,38,98,136,37.5503900089,126.8724183295
16869,성심사,3,68,71,37.5336888926,126.854174736
16870,성심사,38,14,52,37.5338305389,126.8540194871
16873,마곡.수명산파크2단지,19,336,355,37.5536179453,126.8278597199
16875,아람마트,1,49,50,37.5342796302,126.8550585442
16876,현대빌라,6,16,22,37.5344375855,126.8539118795
16878,화곡역7번출구,518,239,757,37.5412701723,126.8386545056
16879,마곡.수명산파크3단지,17,175,192,37.5531861489,126.8258981428
16882,청송평화아파트,68,25,93,37.5352210016,126.8538280474
16885,마곡수명산파크3단지.4단지,25,173,198,37.5517452299,126.8252405265
16887,화곡보람3차아파트,67,90,157,37.5363953179,126.8583824999
16888,로미오이발클럽,99,10,109,37.5361571618,126.8531190695
16890,푸르지오APT,181,340,521,37.5418579682,126.8311221371
16892,에이엔케슬,77,71,148,37.5372263113,126.8593609075
16894,화곡유치원,128,130,258,37.544243872,126.8462317879
16896,한광고,54,38,92,37.5378900911,126.8586511192
16897,수정빌딩,113,186,299,37.5456801149,126.8476445823
16898,수명산파크7단지정문,4,214,218,37.5479699462,126.8242285136
16899,서울신정고등학교,58,50,108,37.5374602675,126.8574726323
16900,SK브로드밴드강서방송,124,219,343,37.5475872477,126.8491829775
16903,골목시장,72,96,168,37.5484752506,126.850224658
16905,서울자동차학원,3,66,69,37.5469045098,126.8215963672
16907,강서대학교,141,157,298,37.5494011485,126.85131269
16908,백연공원,30,47,77,37.550627,126.852199
16909,하나마트,11,93,104,37.5524473101,126.8531946162
16910,강서구청후문,6,28,34,37.5504558566,126.8502252218
16911,화곡보람2차아파트,14,190,204,37.553885432,126.8540264306
16912,강서아파트,19,28,47,37.5515729471,126.850726634
16914,본동사무소,246,11,257,37.5428084269,126.8477220074
16915,황제참치,37,41,78,37.5527741489,126.8514757606
16917,청과시장2,14,1,15,37.551853645,126.8212167365
16918,콘티넨탈호텔,52,48,100,37.5540907066,126.8522416609
16920,강서면허시험장,42,5,47,37.5495010493,126.8191068363
16921,등촌역1번출구,311,224,535,37.5521998321,126.8628059244
16922,발산역3번출구,271,236,507,37.5592460652,126.8386304653
16923,수명산파크7단지상가,173,8,181,37.547383,126.821878
16925,수명산파크7단지정문,304,5,309,37.5478510746,126.8242774574
16927,수명중.고등학교,131,16,147,37.5500676051,126.8241692626
16928,기업은행,17,186,203,37.5660884052,126.8408606746
16929,마곡수명산파크5단지.6단지,320,40,360,37.551408453,126.8253974999
16931,수명산파크상가,243,25,268,37.5533409393,126.8261989751
16932,변전소,7,104,111,37.5707078403,126.8378902625
16933,수명산파크5단지아파트,336,29,365,37.5534721595,126.8281310522
16935,수명산파크1단지아파트앞,329,35,364,37.5532575299,126.8297393667
16937,수명산근린공원,257,27,284,37.5515705602,126.8309080194
16939,발산초등학교,75,45,120,37.5496273238,126.8318357277
16940,변전소,46,55,101,37.5707472783,126.8377373459
16941,화곡중.고등학교,130,283,413,37.5478756223,126.8331241842
16943,송화벽화시장,235,945,1180,37.5478714943,126.8353186306
16946,우장산월드메르디앙아파트,163,139,302,37.5546252214,126.8379443491
16948,내발산복합복지센터,143,112,255,37.5544705711,126.8395111456
16950,롯데2차,110,113,223,37.5543709679,126.8404847373
16952,발산어린이집,119,85,204,37.5542696867,126.8415567994
16954,강서구민회관,27,87,114,37.5528837238,126.8442047794
16955,방화3동주민센터,6,9,15,37.578386307,126.8136547657
16956,롯데3차APT,101,120,221,37.5527406972,126.8464573797
16957,방화동삼익아파트,17,3,20,37.5768069244,126.8132284757
16958,공영주차장,125,243,368,37.5531867241,126.8478384134
16960,강서구청입구,278,292,570,37.553128,126.849806
16961,서광아파트,0,41,41,37.5788326481,126.8196509419
16962,생태공원,0,2,2,37.5834824238,126.8185765185
16963,등촌7단지,224,161,385,37.561277084,126.8531999292
16964,등촌10단지,54,80,134,37.5615336843,126.8486443616
16965,등촌미주.진로아파트,70,180,250,37.5599069591,126.8477466451
16966,등촌3동성당사거리,55,207,262,37.5589634783,126.8456364312
16967,등촌5단지,13,63,76,37.5591423356,126.8439155633
16968,공원앞,0,130,130,37.5593503403,126.8417735551
16969,발산역.NC백화점,79,417,496,37.5597454044,126.8394594755
16970,동우아트빌,54,35,89,37.5365679159,126.8560740901
16971,태창아파트,85,15,100,37.5377535138,126.8507879488
16972,김포공항역3번출구,33,253,286,37.562537698,126.801792135
16975,강서농수산물도매시장,187,185,372,37.553498,126.818103
16976,강서농수산물도매시장종점,30,13,43,37.5545167694,126.8226727076
16977,등촌동주공9단지,27,70,97,37.5629182758,126.8497520174
16978,등촌주공9단지,91,49,140,37.5627349056,126.8499826351
16979,등촌동주공8단지,142,122,264,37.5621012565,126.8513904609
16986,등촌주공8단지,134,107,241,37.5616236673,126.852100007
16994,강원슈퍼,18,72,90,37.5355160159,126.8570263026
17001,신도림역,7343,2637,9980,37.5096755487,126.8892229203
17002,신도림역,2960,7182,10142,37.509108047,126.8884638807
17003,신도림동.구로역,1071,1501,2572,37.5060021376,126.8839791469
17004,신도림동.구로역,1970,2494,4464,37.5053435935,126.883227988
17005,구일역.중앙유통상가,1418,1984,3402,37.4998806283,126.8746997523
17006,구일역.제일제당,1610,1734,3344,37.499702506,126.8745360708
17007,동양미래대학.구로성심병원,1928,2453,4381,37.4996343963,126.8679976691
17008,동양미래대학.구로성심병원,2475,1571,4046,37.4993764843,126.8670186731
17009,개봉역.영화아파트,1376,1990,3366,37.496906783,126.8601789687
17010,개봉역.한마을아파트,2040,1231,3271,37.4964773551,126.8620566339
17011,경인중학교.개봉사거리,546,1044,1590,37.4973830961,126.8554228318
17012,경인중학교.개봉사거리,1014,720,1734,37.4971710251,126.8551315518
17013,구로디지털단지역,8605,3039,11644,37.4830994287,126.9015481288
17101,신도림역,265,329,594,37.5065472241,126.8921030964
17102,신도림역,3593,2853,6446,37.5070158798,126.8915707873
17103,서울미래초등학교,63,582,645,37.505102,126.889452
17104,서울미래초등학교,555,257,812,37.505305,126.889449
17105,한국SGI,647,242,889,37.5024770437,126.889782059
17106,거리공원.구로신협본점앞,382,720,1102,37.502779976,126.8885488917
17107,거리공원,358,251,609,37.4999741464,126.8918354857
17108,구로도서관.대성스카이렉스,389,438,827,37.4995635433,126.8910758305
17109,구로고등학교,921,713,1634,37.4965681073,126.8915774772
17110,영림중학교,474,802,1276,37.4969140891,126.8916231394
17111,구로구청,644,466,1110,37.4945619511,126.8879268367
17112,구로구청,1124,1915,3039,37.4947508763,126.8876042378
17113,고대구로병원후문,632,634,1266,37.4932322453,126.8845657252
17114,대림역,295,710,1005,37.4909457511,126.8939771601
17115,대림역,453,432,885,37.491137055,126.8937987946
17116,영서중학교,536,446,982,37.4898314022,126.8922034695
17117,영서중학교,81,125,206,37.4902009359,126.8923358014
17118,구로두산아파트,311,119,430,37.488807,126.890072
17119,구로종합사회복지관,365,477,842,37.487893,126.889168
17120,남구로역2번출구,469,875,1344,37.485278,126.886787
17121,남구로역5번출구.구로4동자치회관,402,348,750,37.48531,126.886453
17122,한국산업단지공단.이마트구로점,1002,1038,2040,37.4841410978,126.8967540585
17123,고용노동부관악지청.이마트구로점,440,379,819,37.4836510446,126.8980497122
17124,디지털산업1단지,396,505,901,37.4838512637,126.8950386925
17125,디지털산업1단지,511,368,879,37.4839658982,126.8947643486
17126,하이엔드1차.보건지소.치매센터,1144,571,1715,37.4817477698,126.8929302011
17127,지하이시티.보건지소.치매센터,159,436,595,37.4816976566,126.8926352264
17128,디지털단지오거리,519,264,783,37.4800217989,126.8908838882
17129,디지털단지오거리,81,356,437,37.479933,126.890398
17130,퀸즈빌,38,156,194,37.4873137848,126.8328027215
17131,가리봉시장,1234,893,2127,37.4830082864,126.8871282217
17132,가리봉시장,679,1034,1713,37.4824285977,126.8869928718
17133,남구로역3번출구,1353,1662,3015,37.48418,126.886268
17134,남구로역,1652,1096,2748,37.4860984011,126.8856450789
17135,구로시장,849,1639,2488,37.4879909258,126.884862123
17136,구로시장,907,847,1754,37.48798,126.88461
17137,구로4동우체국.고대구로병원정문,3024,1869,4893,37.4902484188,126.8842398696
17138,구로4동우체국.고대구로병원정문,3002,2552,5554,37.4899022236,126.8840651203
17139,구로119안전센터,1388,701,2089,37.4937842571,126.8832312859
17140,구로119안전센터,618,1710,2328,37.4938362491,126.8829563911
17141,우리유앤미아파트,586,721,1307,37.4967741772,126.8823840611
17142,구로변전소.구로초등학교,788,817,1605,37.4977886895,126.8840766793
17143,구로2동성당,1747,1152,2899,37.4995738531,126.8823344295
17144,구로역.NC신구로점,2137,1799,3936,37.5000384326,126.8828494432
17145,구로역.NC신구로점,2103,3033,5136,37.5008460428,126.88258057
17146,구로역.구로기계공구상가,1432,680,2112,37.5035680895,126.8793093405
17147,구로역.구로기계공구상가,444,700,1144,37.5034172875,126.8789985402
17148,기업은행구로중앙지점,529,273,802,37.5051655805,126.8774020097
17149,기업은행구로중앙지점,655,994,1649,37.5048734598,126.8772441351
17150,두암빌라,29,41,70,37.4950860911,126.8257158995
17151,항동우남퍼스트빌,183,118,301,37.476616334,126.8190130591
17152,신도림중학교,485,530,1015,37.5064944251,126.8849526908
17153,신도림중학교,295,426,721,37.506772,126.884705
17154,구로역,184,328,512,37.50455,126.882277
17155,구로역,201,269,470,37.5048451046,126.8821395273
17156,초롱타운회전교차로,22,92,114,37.4957030464,126.8798378767
17157,솔길공원,40,35,75,37.4892906662,126.8803654599
17158,GS25,68,17,85,37.4928832739,126.8802099004
17159,한일유앤아이아파트,0,149,149,37.4856462135,126.8760349245
17160,항동우남퍼스트빌,120,118,238,37.4766823207,126.8187528849
17161,구로SKV1지식산업센터,171,58,229,37.4776891435,126.8171864748
17162,구로SKV1.제일풍경채포레스트,103,138,241,37.4775798985,126.817092711
17164,개봉사거리,405,833,1238,37.4971447123,126.8572965027
17166,경인중학교,1025,631,1656,37.496895371,126.8563001796
17168,개봉치안센터,14,51,65,37.4981960239,126.8518576272
17169,오류1동주민센터.오류문화센터,1142,287,1429,37.4968379665,126.8461421452
17170,오류1동주민센터.오류문화센터,1448,2259,3707,37.4965314426,126.844651036
17171,오류동역,1159,1243,2402,37.4956918469,126.8433601337
17172,오류동역,1339,802,2141,37.4956023105,126.842536958
17173,씨티월드,1236,1008,2244,37.4944628984,126.8406826769
17174,오류지구대.신오류주유소,532,582,1114,37.4942645442,126.8394647757
17175,서울가든빌라앞,123,82,205,37.4912029363,126.8311075695
17176,서울가든빌라앞,138,113,251,37.4915630038,126.8316708345
17177,성공회대학교유한공고앞,148,314,462,37.4894469463,126.8250439465
17178,영풍마드레빌아파트.소공원사거리,68,133,201,37.4911309317,126.8395380549
17179,연세중앙교회,404,241,645,37.4931082751,126.8354231175
17180,궁동청소년문화의집,361,352,713,37.4933235239,126.8328204225
17181,궁동청소년문화의집.구로검사소,377,342,719,37.493133206,126.8336321895
17182,우신고등학교,662,1074,1736,37.4933,126.830847
17183,우신고등학교,444,390,834,37.4930633974,126.8304506092
17184,온수역,122,4118,4240,37.492802,126.82376
17185,온수역,4416,225,4641,37.492777021,126.8244009171
17186,온수동새마을금고,156,13,169,37.4960559471,126.8243871935
17187,정진학교.온수힐스테이트아파트,650,741,1391,37.4969745872,126.8221461174
17188,수궁동주민센터,188,801,989,37.494651,126.830866
17189,수궁동주민센터,389,192,581,37.4943591334,126.8308533319
17190,수궁119안전센터,119,968,1087,37.496815,126.829596
17191,수궁119안전센터,783,114,897,37.4967842434,126.8293338512
17192,예림디자인고.오류고.서울공연예술고,291,1067,1358,37.498605,126.829242
17193,예림디자인고.오류고.서울공연예술고,1486,237,1723,37.4984,126.82904
17194,서서울생활과학고.궁동도서관,79,109,188,37.5028393881,126.8289709829
17195,서서울생활과학고.궁동도서관,49,93,142,37.5022044887,126.8291844801
17196,오남중학교.삼미주택,88,71,159,37.4885327485,126.8367978524
17197,오남중학교,50,239,289,37.4881037428,126.8371570428
17198,구로2동지하차도입구,58,67,125,37.4901970753,126.8812544782
17201,구로우체국.이펜하우스5단지후문,140,34,174,37.48194555,126.8422808239
17202,천왕역4번출구,213,203,416,37.4859413996,126.8393714866
17203,오류2동주민센터,111,113,224,37.4886434308,126.8397819774
17204,오류2동주민센터,52,120,172,37.488882039800004,126.8396655682
17205,오류2동새마을금고,204,129,333,37.4905229687,126.8406511512
17206,오류2동새마을금고,195,256,451,37.4906222096,126.8405721054
17207,대원주유소,1099,1265,2364,37.4869343975,126.8565297879
17208,대원주유소,964,940,1904,37.4873583985,126.8561852068
17209,현대아파트.개봉중앙시장,1989,976,2965,37.4907570595,126.8561310188
17210,현대아파트.개봉중앙시장,1445,2293,3738,37.4905337369,126.8558657202
17211,덕의초등학교,554,393,947,37.5063377311,126.8594403333
17212,덕의초등학교,832,1173,2005,37.5061580205,126.858358201
17213,고척근린공원,828,372,1200,37.5047224619,126.8552979346
17214,고척근린공원.고척도서관,318,642,960,37.5046337292,126.854469381
17215,세곡초등학교,1624,507,2131,37.5026683511,126.8498423009
17216,세곡초등학교,269,843,1112,37.5031820473,126.8506070009
17217,개봉푸르지오아파트,659,743,1402,37.5021368312,126.8478312344
17218,개봉푸르지오아파트,1080,459,1539,37.5019938418,126.8480532092
17219,고척근린시장,698,166,864,37.5011232856,126.8508090334
17220,용두연립,524,253,777,37.4990015306,126.8517949619
17221,우리유엔미아파트,97,129,226,37.497215043,126.8826343167
17222,구로2동성당,68,80,148,37.4998375728,126.8825792166
17223,고척파크푸르지오아파트,780,569,1349,37.5075421206,126.8593137054
17225,고척시장,1126,1384,2510,37.5038511025,126.8619416162
17226,고척시장,1491,987,2478,37.5031371138,126.8619909959
17227,고척중학교,779,1426,2205,37.5004655551,126.8638647293
17228,고척중학교,932,590,1522,37.5009671461,126.8632418182
17229,구로디지털단지역,1024,464,1488,37.4834896886,126.9016459933
17230,삼부르네상스.효성아파트,1305,2598,3903,37.4787444391,126.8946360021
17231,구일우성아파트,157,180,337,37.4894975873,126.875700839
17232,구일우성아파트,224,416,640,37.49013,126.875812
17233,개봉역,1931,2217,4148,37.4939788787,126.8567241653
17234,개봉역,1333,904,2237,37.4934843485,126.8575703808
17235,개봉1동사거리.개봉푸르지오아파트,970,1574,2544,37.5014132308,126.8467946502
17236,개봉1동사거리,1447,759,2206,37.5004695107,126.8469150982
17237,구로1동우체국,220,164,384,37.4915682929,126.8745025992
17238,구일우성아파트,249,176,425,37.4887147629,126.8762607392
17239,디지털단지입구,371,397,768,37.4864236935,126.8764578415
17240,구로보건소,481,426,907,37.5002307166,126.8891718481
17242,구일우성아파트,425,503,928,37.4897430284,126.8758256916
17243,개봉역,90,657,747,37.4934472423,126.8570002311
17244,웰크론,145,60,205,37.4829060991,126.8938547373
17245,남구로역2번출구,163,845,1008,37.4849321706,126.8873712478
17246,개봉고가,833,1052,1885,37.493656008,126.8555849791
17247,구로남초등학교,261,401,662,37.4839895253,126.891010543
17248,연세중앙교회,326,515,841,37.4933027885,126.8359813615
17249,가리봉파출소,439,1139,1578,37.4792463871,126.8917410052
17251,동양빌라,88,16,104,37.4951898369,126.8315970998
17252,남구로역6번출구,448,207,655,37.4877324957,126.8885673801
17253,궁동입구,29,17,46,37.4934389034,126.8340799962
17254,현대아파트,42,61,103,37.504635,126.886618
17255,롯데아파트,18,114,132,37.502823088,126.8847254607
17256,구로역.NC신구로점,110,111,221,37.501827,126.882557
17257,롯데아파트,43,25,68,37.5027211681,126.8847503711
17258,제중병원,21,25,46,37.5036149757,126.8866148382
17259,구로역,110,103,213,37.5020712449,126.8827750112
17260,구로중앙하이츠아파트.화원복지관,32,7,39,37.4982866627,126.8798196011
17261,신동아미래지움아파트,37,24,61,37.5001207745,126.8803764558
17262,초롱타운아파트,111,23,134,37.4958292381,126.8800116763
17267,한양수자인아파트앞,283,67,350,37.478107152,126.824629467
17289,온수동종점,3,260,263,37.491642,126.821273
17290,온수동종점,919,205,1124,37.4919683896,126.8212178349
17293,구로구청,1773,816,2589,37.4959285478,126.8884812232
17296,대림역,397,458,855,37.4935009845,126.8943735141
17297,구로중학교,352,387,739,37.4930931479,126.8908083287
17298,우신고등학교후문,26,245,271,37.4960440674,126.8249030466
17299,동양빌라,2,77,79,37.4953170918,126.8313006741
17300,궁동입구,18,57,75,37.4934553153,126.8342168006
17304,동부골든아파트,395,480,875,37.4987307095,126.8401618889
17305,거성푸르뫼아파트,199,192,391,37.5003224419,126.8433197716
17306,거성푸르뫼아파트,137,293,430,37.5006160982,126.8435534104
17307,오류동삼거리,499,141,640,37.4953703071,126.8408783505
17308,오류동삼거리,31,209,240,37.495268,126.840776
17309,동부골든.한신플러스타운,438,549,987,37.4986318974,126.84038262
17310,구로역.나인스애비뉴,527,495,1022,37.4998227914,126.8834797536
17311,개봉1동사거리,378,408,786,37.5012109084,126.8453708568
17312,개봉1동사거리,429,292,721,37.5010678452,126.8455328891
17314,동부골든아파트후문,138,295,433,37.50008,126.842311
17315,동부골든아파트후문,183,239,422,37.4995684704,126.8419150635
17359,항동하버라인3단지,194,219,413,37.4787466063,126.8229434162
17360,항동하버라인3단지,253,138,391,37.4791611089,126.8230450799
17361,푸른수목원,112,346,458,37.4814946582,126.8244378246
17362,항동복합행정센터,72,179,251,37.47963057,126.8220933898
17363,푸른수목원,275,75,350,37.4811903562,126.8245517616
17364,항동복합행정센터,134,92,226,37.4795204776,126.8222801975
17365,푸른수목원후문.저수지앞,31,198,229,37.4842895838,126.8224245449
17366,매화빌라,42,44,86,37.4766543306,126.8231546765
17367,그린빌라정문,27,108,135,37.4860432475,126.8234321788
17368,매화빌라,77,43,120,37.4767123949,126.8233185065
17369,푸른수목원후문.저수지앞,227,24,251,37.4837822633,126.8222927163
17370,항동중흥S클래스,116,244,360,37.4810835927,126.8216009197
17371,항동하버라인2단지,370,83,453,37.4812765042,126.8216570282
17389,디지털단지오거리,2167,1158,3325,37.4801153252,126.8887534687
17397,연지타운2단지,19,150,169,37.4837306939,126.8408329321
17399,연지타운2단지,342,208,550,37.4838000329,126.8412297964
17400,원각사입구,135,123,258,37.500556585,126.829525707
17401,삼각공원,7,22,29,37.5018533676,126.892519811
17404,고척고교.한일유앤아이.삼익아파트,15,330,345,37.5082359497,126.8524610449
17405,삼덕마을입구,3,164,167,37.5074796322,126.8500803806
17406,삼덕마을입구,166,8,174,37.5073408903,126.8501021495
17407,그랜드아파트.홍진연립,0,89,89,37.5080832696,126.8479514122
17408,그랜드아파트.홍진연립,45,3,48,37.5079066695,126.8479004502
