버스정류장ARS번호,역명,승차총승객수,하차총승객수,총이용객수,위도,경도
05499,건대입구,50,875,925,37.5401911408,127.0709898289
05500,중곡4동경로당입구앞,47,1,48,37.5591306198,127.0939630731
05501,중곡아파트.종점,0,39,39,37.5663789768,127.0779156425
05503,긴고랑종점,69,29,98,37.562194465,127.0960429247
05504,정보도서관,319,130,449,37.5502486719,127.1104622298
05505,강원설비앞,77,9,86,37.5590029448,127.0901359394
05506,강원설비앞,3,49,52,37.5588490108,127.0899354071
05508,중앙상회앞,172,0,172,37.5601590013,127.0947974601
05509,한강호텔입구,53,1,54,37.5484546316,127.1094523282
05510,중곡4동경로당입구앞,2,53,55,37.5591925416,127.0942812172
05511,중곡아파트.기점,78,128,206,37.5668768426,127.0781637961
05512,구.새마을금고앞,34,1,35,37.5614417271,127.0871709238
05513,CU중곡긴고랑점앞,115,0,115,37.5589159963,127.0930312463
05514,광나루현대아파트,92,20,112,37.546721738,127.1075869834
05515,긴고랑주차장,43,0,43,37.5609606399,127.0956309346
05517,신성시장입구,281,17,298,37.5585269693,127.0880096605
05518,중곡4동어린이집입구,75,0,75,37.5586845522,127.0917043706
05519,신동아아파트,60,125,185,37.5463512912,127.105328946
05522,새마을금고.브레드제과점,146,19,165,37.5576339581,127.0892468924
05523,긴고랑입구,39,22,61,37.5588770015,127.0886688403
05527,우리들약국,211,31,242,37.5569014807,127.0902850791
05528,광남고.삼성아파트,239,72,311,37.5419477863,127.1014183009
05531,해오름공원입구,193,45,238,37.5563079173,127.0911230749
05533,현대3차아파트,256,83,339,37.5404651876,127.0996486938
05535,기업은행.용마사거리,206,29,235,37.5624460371,127.0814330674
05536,기원정사입구,408,106,514,37.5548826175,127.0931371525
05539,송림식당앞,83,170,253,37.5368221134,127.0766299665
05540,중곡우체국앞,148,88,236,37.5611637445,127.0840577691
05541,영화사입구,217,57,274,37.5542285469,127.0941176381
05542,군자역,373,135,508,37.5578748138,127.0800822765
05543,강변역.테크노마트앞,182,534,716,37.5363934727,127.0948590232
05544,자양중학교앞,118,175,293,37.5346905273,127.0759963869
05545,성안약국,129,29,158,37.5532100607,127.0932969209
05549,지영슈퍼,162,90,252,37.5518187362,127.0921939479
05550,구의역,342,129,471,37.5382387949,127.0892373497
05551,국민은행자양지점,171,390,561,37.5319860054,127.0792387772
05553,아차산역사거리,212,132,344,37.5507215451,127.0913081489
05554,중곡보건지소,131,129,260,37.5595305795,127.0870747483
05555,썬더치킨앞,54,124,178,37.5415506336,127.0900164716
05556,영동대교입구.성수사거리,39,86,125,37.5428255093,127.064525855
05558,선화예고앞,284,107,391,37.5494847466,127.0900588338
05559,긴고랑입구,44,63,107,37.5587364311,127.0886686737
05560,구의홈마트앞,42,61,103,37.5402902234,127.0897229975
05561,화양동현대아파트,8,93,101,37.5439827587,127.0652401586
05562,성자초등학교앞,231,318,549,37.5313000096,127.0822557273
05563,한국켄트외국인학교,284,201,485,37.5477299911,127.0880988204
05564,중곡4동어린이집입구,1,67,68,37.5585169771,127.0916679445
05565,래미안구의파크스위트사거리,63,136,199,37.5440489261,127.0906000271
05566,성수대우프레시아1차아파트,12,374,386,37.5452943403,127.0659848276
05569,CU중곡긴고랑점앞,2,71,73,37.5587592285,127.0930027538
05571,화양사거리성수SKV1센터,8,122,130,37.546257958,127.0664104572
05572,행운슈퍼앞,100,170,270,37.5329501167,127.0870098898
05574,중앙상회앞,1,144,145,37.5601577922,127.0949721336
05576,한창주택,78,114,192,37.5336144423,127.0891356598
05578,광장중학교앞,54,176,230,37.5467903263,127.1024015366
05579,구의아크로리버앞,128,341,469,37.5352926857,127.0921362577
05580,구의역4번출구,110,1905,2015,37.5366543055,127.084837057
05581,장신대앞,13,110,123,37.5475393553,127.1052273651
05582,강변역A,1012,953,1965,37.535988,127.093833
05584,워커힐아파트입구,8,32,40,37.5478863435,127.1065941453
05585,동서울호텔앞,247,37,284,37.5345920961,127.0920490446
05587,워커힐아파트,120,133,253,37.5500035243,127.1075883052
05588,한창주택,125,94,219,37.5337153779,127.0891188071
05589,행운슈퍼앞,99,116,215,37.5330699358,127.0870462374
05591,워커힐아파트입구,47,2,49,37.5480798615,127.1065163612
05594,구의역1번출구,1548,103,1651,37.5369298571,127.084788302
05595,장신대앞,68,17,85,37.5476304504,127.1051324275
05596,성자초등학교앞,278,226,504,37.5315196593,127.0825682599
05597,광장중학교앞,146,24,170,37.5469479421,127.1024888949
05599,광진경찰서앞,448,509,957,37.542346877,127.0843546327
05600,한전삼거리,14,11,25,37.5454433478,127.097965691
05668,국민은행자양지점,324,231,555,37.5322779304,127.0790299525
05670,청구아파트앞,63,20,83,37.5423895999,127.0967938276
05671,광장자이아파트,19,36,55,37.542252836,127.0949238539
05672,서울서광교회앞,101,195,296,37.5475847263,127.088351026
05677,자양중학교앞,186,135,321,37.5346353803,127.0762758207
05679,래미안구의파크스위트사거리,246,73,319,37.5441301287,127.0904643237
05680,자양1파출소앞,187,151,338,37.5367651642,127.0769071428
05687,면곡시장,169,480,649,37.571462406,127.0813749581
05690,동곡삼거리,54,196,250,37.5638021287,127.0782624509
05709,지영슈퍼,44,164,208,37.5517744916,127.0923104685
05710,세븐일레븐구의중앙로점앞,124,29,153,37.5415633601,127.089870505
05713,성안약국,45,215,260,37.5531415024,127.0933919081
05714,구의홈마트앞,31,98,129,37.5403191787,127.089564605
05716,종로약국앞,91,221,312,37.5575879581,127.0881058981
05717,영화사입구,74,285,359,37.5540834447,127.0941502787
05718,구의역,72,413,485,37.5382758492,127.08909255
05720,기원정사입구,116,366,482,37.5551737566,127.0930355787
05721,테크노마트.광진문화원,522,89,611,37.5370205329,127.0961011535
05723,해오름공원입구,76,227,303,37.5563302584,127.0913641894
05724,프라임아파트앞,55,53,108,37.5378379672,127.0970323661
05726,용마사거리,2,169,171,37.5627570449,127.0812432362
05727,우리들약국,40,104,144,37.5570437893,127.0903690097
05728,현대3.5차아파트,55,179,234,37.5407790748,127.1003518538
05731,새마을금고앞,25,124,149,37.5577311656,127.0893930217
05732,광남고.삼성아파트,28,180,208,37.5423430827,127.1017492793
05733,자양종합복지관앞,1,321,322,37.5324649901,127.075429514
05735,신성시장입구,56,159,215,37.5586702034,127.0880630283
05737,대순진리회앞.구.새마을금고,17,148,165,37.5609548433,127.0875676658
05739,대원외고앞,0,201,201,37.5632448358,127.0871413296
05740,광나루현대아파트,3,72,75,37.5466936524,127.1077533058
05741,중곡4동파출소,0,103,103,37.5654194455,127.0867703018
05742,한강호텔입구,0,71,71,37.5482745397,127.1093151239
05744,워커힐팰리스,0,116,116,37.5500133218,127.1096719072
05752,아차산역사거리,154,279,433,37.5506719315,127.0914351492
05755,중곡119안전센터,11,2,13,37.5667567645,127.0862442255
05757,구의3동주민센터,194,70,264,37.5380104633,127.0916151163
05990,광장자이아파트,44,37,81,37.5421672546,127.0949108596
05992,한전삼거리,0,44,44,37.5452405574,127.0980186154
05993,청구아파트앞,16,65,81,37.5432605587,127.0961815897
05994,용마사거리,10,22,32,37.5618532936,127.0822104997
05998,구의교통차고지,38,29,67,37.562731,127.086994
05999,강변역.테크노마트앞,743,838,1581,37.5363411077,127.0947896041
06001,답십리역사거리,1671,1003,2674,37.5651870868,127.0550604632
06002,청년회의소,1744,1214,2958,37.5619653169,127.0612838214
06003,장한평역,1907,2188,4095,37.5611510646,127.0672869559
06004,신답초등학교.청계한신휴플러스,442,687,1129,37.571753,127.044292
06005,신답초등학교.청계한신휴플러스,639,874,1513,37.5717559096,127.0447281029
06006,동대문구청,731,1097,1828,37.5740954485,127.038327222
06007,서울시동부병원,866,1137,2003,37.5739292519,127.0309536211
06008,신설동역.서울풍물시장,719,1586,2305,37.574427911,127.0257176822
06009,중랑교,1738,2028,3766,37.5916996082,127.0677039967
06010,중랑교,1828,1465,3293,37.5914246178,127.0668383757
06011,삼육서울병원,1984,2003,3987,37.589691279,127.0606858682
06012,삼육서울병원,2285,2093,4378,37.589992454,127.0619514091
06013,시조사삼거리,880,1111,1991,37.588707,127.056888
06014,떡전교사거리.동대문노인복지관,1983,2112,4095,37.5864439121,127.0520111918
06015,청량리역환승센타,5155,7128,12283,37.5804025104,127.0454307288
06016,청량리역환승센타,1648,1110,2758,37.5802508767,127.0460771387
06017,동대문구청,995,622,1617,37.5734588708,127.0399889148
06018,청량리역환승센터,3457,1500,4957,37.5802240706,127.0457513342
06019,청량리역환승센터,6331,3055,9386,37.5803029185,127.0457230797
06020,청량리역환승센터,2028,1793,3821,37.5807152606,127.0453667154
06021,청량리미주아파트.동대문세무서,1429,2670,4099,37.58278,127.048395
06022,청량리.청과물도매시장,3819,3676,7495,37.5787911202,127.0406051232
06023,제기동역.서울약령시,2682,2969,5651,37.5781433423,127.0377802394
06024,제기동역.서울약령시,2580,2476,5056,37.5782136235,127.036575079
06025,용두동사거리,1571,1763,3334,37.5775320632,127.0299882252
06026,용두동사거리.한국의류시험연구원,1274,1444,2718,37.5771526546,127.0282789088
06027,신설동역,1899,1902,3801,37.5761500409,127.0250446359
06028,신설동역,925,1627,2552,37.575826798,127.0238433051
06101,신설동역,859,950,1809,37.576453593,127.0255836506
06102,신설동역,957,631,1588,37.5762453617,127.025947005
06103,용두동한국의류시험연구원,103,229,332,37.5775187657,127.029114172
06104,용두로타리한국의류시험연구원,220,114,334,37.5772564569,127.0294820292
06106,제기역약령시장,385,173,558,37.5780535417,127.0368349109
06107,신설동역1번출구,2362,1379,3741,37.5766303332,127.0233166791
06112,청량리미주상가앞,69,116,185,37.5818902252,127.0476780218
06113,서울성심병원,418,807,1225,37.5843923886,127.0502442553
06114,서울성심병원,3119,2399,5518,37.5846074691,127.0508977332
06115,시조사,6,64,70,37.5868487759,127.0522795666
06117,휘경동입구,1016,1535,2551,37.5876644832,127.0552071034
06118,삼육서울병원,159,747,906,37.5897656487,127.0606123322
06120,래미안라그란데아파트,903,309,1212,37.600355,127.06193
06121,중랑교,386,215,601,37.59114436,127.0664306844
06122,회기시장,1188,1315,2503,37.5912026288,127.0566389299
06123,회기시장,1748,1404,3152,37.5908060401,127.0565879609
06124,경희중고,820,925,1745,37.5929228111,127.0577445104
06125,경희중고,499,1062,1561,37.5933472946,127.0583346646
06126,외대앞,2169,1026,3195,37.5956282146,127.0596059335
06127,외대앞,1198,1893,3091,37.5954812555,127.0597677578
06128,이문동우체국,557,398,955,37.598348,127.061338
06129,이문동교회,433,1104,1537,37.6002569171,127.0621071328
06130,의릉입구,787,381,1168,37.603888,127.061963
06131,의릉입구,385,768,1153,37.6034852714,127.0621763625
06132,한천로쌍용아파트앞,352,142,494,37.5981910949,127.0676192785
06133,한천로쌍용아파트앞,181,335,516,37.5986649133,127.0678869789
06134,이문동삼익아파트,494,322,816,37.5945485558,127.0682139128
06135,이문동삼익아파트,136,294,430,37.5951035399,127.0683627707
06136,동일스위트리버아파트.휘봉고교,488,707,1195,37.5877987669,127.0677525508
06137,휘경유수지견인차고지앞,115,127,242,37.58842,127.068577
06138,답십리래미안엘파인아파트,161,93,254,37.5756772295,127.067330886
06140,서울준법지원센터.동성빌라,298,615,913,37.5855552625,127.0673893111
06141,서울준법지원센터.동성빌라,424,348,772,37.5856794521,127.0676702359
06142,휘경여중고휘경주공아파트앞,1263,1487,2750,37.5826030732,127.0682824634
06143,휘경여중고휘경주공아파트,1257,869,2126,37.5821574897,127.0685434142
06144,장안동현대아파트앞,942,1076,2018,37.5797461738,127.0685412036
06145,전곡시장앞,663,360,1023,37.5772370675,127.06779506
06146,전곡시장앞,436,455,891,37.5773293235,127.0681419969
06147,답십리촬영소.우성그린아파트,507,402,909,37.5741908611,127.0668512705
06148,촬영소사거리.우성그린아파트,460,543,1003,37.5735106563,127.0669165487
06149,동답초등학교,498,650,1148,37.5710397628,127.065489039
06150,동답한신동아아파트,1161,486,1647,37.5696220827,127.0641135329
06151,동답한신동아아파트,521,770,1291,37.568881615,127.0639045358
06152,동아.위더스빌아파트,765,1204,1969,37.5667402906,127.0622143149
06153,동아.위더스빌아파트,918,619,1537,37.566603,127.06181
06154,하나은행장안동지점,369,740,1109,37.5634035936,127.0585564607
06155,장한평역4번출구,1776,1281,3057,37.5613115442,127.067137684
06156,청년회의소앞,641,690,1331,37.5621102645,127.0615307058
06157,고미술상가,270,766,1036,37.563609188,127.0572974308
06158,답십리역.동부시장,1373,2513,3886,37.5672562517,127.0525194449
06159,신답역앞,504,434,938,37.5708430857,127.0470913509
06160,동대문구청.용두역4번출구,667,511,1178,37.5734350116,127.0397135905
06161,용두역,395,452,847,37.573977,127.037268
06162,용두동신동아아파트,908,789,1697,37.5737704369,127.0317924634
06163,동대문우체국.서울풍물시장,1350,594,1944,37.574759758,127.0245652731
06164,동대문구청.용두역3번출구,962,859,1821,37.5755374598,127.0383451914
06165,동대문구청.용신동주민센터,891,1510,2401,37.5765807726,127.0384168651
06166,동대문구청.용신동주민센터,1014,975,1989,37.5753096484,127.0379882341
06167,경동시장앞,955,679,1634,37.5819989191,127.0387559286
06168,성남시청후문앞,579,791,1370,37.5819251477,127.0383947016
06169,경동시장,1270,1117,2387,37.5799644113,127.038283869
06170,홍파초등학교,513,723,1236,37.585531,127.038639
06171,홍파초등학교,1397,1155,2552,37.5855971074,127.0383377075
06172,제기동한신아파트앞,496,756,1252,37.587603,127.037888
06173,고려대역.고대앞삼거리,1630,1386,3016,37.5894337656,127.0366856036
06174,고려대역.고대앞삼거리,1296,1315,2611,37.5887478517,127.0366498479
06175,고려대학교앞,2315,1898,4213,37.5881363102,127.0346801536
06176,우신향병원,659,725,1384,37.5857223011,127.0323863454
06177,안암오거리,902,1084,1986,37.5824613624,127.0298970499
06178,대광고등학교앞,508,676,1184,37.5797777214,127.0255621436
06179,종암초등학교앞,365,374,739,37.5816186068,127.0295992386
06180,샤니.삼영전자,324,307,631,37.5791115868,127.0303341829
06181,샤니후문,173,407,580,37.579035,127.030161
06182,서울시동부병원,946,871,1817,37.5758964701,127.0304302445
06183,서울시동부병원,639,549,1188,37.5761901571,127.0306952909
06184,동아제약앞,905,546,1451,37.5725993738,127.0304424882
06185,동아제약앞,813,954,1767,37.5727164409,127.0307312249
06186,떡전교앞,899,957,1856,37.5849040401,127.0526948922
06187,떡전교앞,1399,1305,2704,37.5846184473,127.0525769324
06188,서울시립대입구,1299,1256,2555,37.5830057298,127.0540556741
06189,서울시립대학교앞,1084,1457,2541,37.5826804893,127.053939948
06190,서울시동부교육지원청.해성국제컨벤션고교,1592,983,2575,37.5791853497,127.0568650184
06191,전농로터리시장.동부교육지원청,991,1398,2389,37.578817,127.05676
06192,전농우체국앞,968,974,1942,37.576367,127.057575
06193,전농우체국앞,940,615,1555,37.5765201613,127.0578903291
06194,청솔우성아파트.답십리시장,932,977,1909,37.5737092806,127.0576479903
06195,미드카운티아파트.청솔우성아파트,1252,945,2197,37.5741112935,127.0573890413
06196,답십리2동시온교회앞,611,490,1101,37.5705961302,127.0573999289
06197,답십리1동희망샘교회앞,726,495,1221,37.5705241856,127.0571055329
06198,답십리초등학교.현대시장,927,589,1516,37.568453856,127.0572012663
06199,답십리초등학교앞,398,608,1006,37.5686265703,127.0569308801
06200,답십리역사거리,2067,780,2847,37.5655060079,127.0552010664
06201,황물로사거리,271,993,1264,37.5665418919,127.0559919809
06202,답십리1동주민센터.래미안위브,661,411,1072,37.5723670085,127.0510037445
06203,답십리1동주민센터.래미안위브,725,1046,1771,37.5720993946,127.0511402741
06204,동대문중학교,663,349,1012,37.5750129513,127.0537544246
06205,동대문중학교,484,987,1471,37.5741762971,127.0532771747
06206,전농래미안크레시티아파트,950,578,1528,37.5762802499,127.0555920845
06207,대한노인회동대문구지회,769,868,1637,37.5762111791,127.0559030771
06208,전농사거리,304,460,764,37.5778147722,127.0590375541
06209,전농사거리,724,827,1551,37.5775633596,127.059240552
06210,배봉초등학교.전농우성아파트,1239,516,1755,37.5786953183,127.0672948159
06211,배봉초등학교.전농우성아파트,486,1182,1668,37.5784402407,127.0674157317
06212,장안2동주민센터,1394,1235,2629,37.5788403828,127.0704039846
06213,장안2동주민센터,1628,1339,2967,37.5786959839,127.0704638197
06214,장안교앞,697,1018,1715,37.5796533965,127.0739714006
06215,장안교은석초등학교,828,540,1368,37.5796191566,127.0746902496
06216,청량리역6번출구,229,1813,2042,37.578083,127.043803
06217,청량리역6번출구,843,258,1101,37.577945301,127.043785792
06218,롯데캐슬노블레스,642,627,1269,37.5755552627,127.0484716502
06219,전농시장앞,298,600,898,37.5760847235,127.0471184271
06220,래미안크레시티.답십리도서관,700,442,1142,37.574561753,127.0502439795
06221,동대문구답십리도서관앞,340,534,874,37.573881303,127.051026821
06222,답십리래미안위브아파트,84,242,326,37.5727689807,127.0548282074
06223,답십리래미안미드카운티,433,175,608,37.57298,127.055558
06224,답십리종합상가,151,238,389,37.5727320519,127.0567075826
06225,성남시청후면,735,709,1444,37.572753697,127.0585128409
06226,한양아파트.청솔우성아파트후문,328,358,686,37.5729536188,127.0587580146
06227,답십리2동한양아파트앞,220,408,628,37.5726702291,127.0614069359
06228,답십리2동한양아파트앞,153,326,479,37.5729573511,127.0611222564
06229,동답한신.대림아파트동대문체육관,143,473,616,37.572663,127.063768
06230,촬영소사거리.동답초등학교,185,464,649,37.572642,127.065212
06231,촬영소사거리.세양청마루아파트앞,477,266,743,37.5728897611,127.0653558711
06232,동대문구.성동구선거관리위원회,401,831,1232,37.5724872082,127.0682024772
06233,동대문구.성동구선거관리위원회,400,203,603,37.5727734631,127.0678744595
06234,장안사거리,807,418,1225,37.5725845345,127.070338726
06235,국민은행장안동지점,1852,1269,3121,37.5723759111,127.0734972565
06236,국민은행장안동지점,998,906,1904,37.5720533595,127.0742100898
06237,장안동근린공원,591,371,962,37.5773238141,127.0719536475
06238,장안동근린공원,248,574,822,37.5783141497,127.0723879948
06239,동대문더퍼스트데시앙아파트,702,566,1268,37.574992107,127.0717763134
06240,NH농협장안평지점,702,671,1373,37.5751529569,127.0721655351
06241,코리아병원,518,560,1078,37.5732069079,127.0716598633
06242,새서울병원,876,856,1732,37.5731012702,127.0720050585
06243,장안동삼성쉐르빌아파트,253,1005,1258,37.5713996448,127.0713568649
06244,장안동삼성쉐르빌아파트,2066,688,2754,37.571238,127.070843
06245,힐스테이트장안센트럴,237,1030,1267,37.569605,127.070183
06246,현대벤처빌.현대썬앤빌,2240,616,2856,37.5689208635,127.0694007013
06247,현대벤처빌,329,1247,1576,37.5682414609,127.0692809071
06248,우리은행장안지점앞,741,1744,2485,37.566393,127.067727
06249,우리은행장안지점앞,352,758,1110,37.565598658,127.0676384821
06250,북한연구소앞,254,303,557,37.5634648165,127.0661434798
06251,장한평역2번출구,1860,4531,6391,37.5622965411,127.0649278366
06252,장한평역3번출구,4471,954,5425,37.5624370636,127.0654362294
06253,신이문역,1267,1052,2319,37.6026165732,127.0679015637
06254,이문동현대아파트앞,306,557,863,37.6010179381,127.070677379
06255,이문동현대아파트,443,266,709,37.6008590191,127.0709847069
06256,휘경2동주민센터,173,654,827,37.5907361464,127.0680485017
06257,휘경2동주민센터,578,197,775,37.5905048929,127.0680858743
06258,동부아동상담소.동국대부속중고,181,68,249,37.576833541,127.0763833794
06259,장안삼성래미안2차아파트,229,80,309,37.574681581,127.0766223278
06260,장안삼성래미안2차아파트.성복교회,65,69,134,37.5728468216,127.0768144692
06261,장안현대홈타운아파트앞,66,109,175,37.5697591707,127.073388625
06262,구민회관앞,288,88,376,37.5663862675,127.073941301
06263,파라브아파트,292,194,486,37.5635828092,127.0723739757
06264,장안현대홈타운상가,190,366,556,37.571308398,127.0743786204
06265,장안현대홈타운앞,476,126,602,37.5692893642,127.0756173134
06266,장안치안센터,158,120,278,37.5679458841,127.0724996415
06267,장안치안센터,135,259,394,37.568222123,127.0727017522
06268,장평중학교,57,61,118,37.565745401,127.0709395499
06269,회기역종점,2038,1719,3757,37.5899003691,127.0588619251
06270,경희대입구,1663,1228,2891,37.5912717108,127.0530131529
06271,경희대입구,999,964,1963,37.5915831099,127.0527127306
06272,서울바이오허브,718,968,1686,37.5913878427,127.0501400812
06273,서울바이오허브,711,416,1127,37.5916089493,127.0492768654
06274,한국과학기술원.홍릉초등학교,295,163,458,37.591769,127.045747
06275,한국과학기술원.홍릉초등학교,200,611,811,37.5915445702,127.0469641413
06276,국방연구원,219,336,555,37.5914093283,127.0411809472
06277,국방연구원,358,373,731,37.5911039928,127.040058371
06278,세종대왕기념관,229,56,285,37.5898533719,127.042380198
06279,세종대왕기념관,56,115,171,37.5904615395,127.0425673859
06280,영휘원사거리.홍릉사거리,443,98,541,37.5860009275,127.0431751633
06281,영휘원사거리.홍릉사거리,133,412,545,37.586014337,127.043466176
06282,동대문경찰서,95,211,306,37.583817328,127.0438781813
06283,동대문경찰서,215,355,570,37.5835585724,127.0442607393
06284,현대코아,414,162,576,37.5818120287,127.0448733855
06285,현대코아,478,540,1018,37.5814859166,127.0446557984
06286,동대문중앙새마을금고,74,180,254,37.5831179316,127.0412131745
06287,동대문중앙새마을금고,66,17,83,37.5829869315,127.0422207161
06288,제기동주민센터앞,55,116,171,37.5829768901,127.0378676044
06289,제기동한신아파트,22,184,206,37.5866381789,127.0373610455
06290,제기시장,109,88,197,37.586385972,127.0352199679
06291,제기시장,121,230,351,37.5866248976,127.0346709609
06293,외대역앞,456,181,637,37.596009591,127.0609470779
06294,외대역앞,244,469,713,37.5960661454,127.0613604745
06295,이경시장,119,177,296,37.5952640352,127.0649927315
06297,청량리한신아파트.청량사입구,220,41,261,37.5867421008,127.0474140067
06298,전동초등학교.전농동SK아파트,806,896,1702,37.5777508201,127.060944646
06299,벽산아파트,130,146,276,37.5827562798,127.0305141879
06300,제기동천주교회,154,252,406,37.582856812,127.033571029
06301,이문동쌍용아파트,264,183,447,37.5988779848,127.0688553749
06302,이문동쌍용아파트,166,230,396,37.5988317049,127.0691211054
06303,이문1동주민센터,35,97,132,37.5978067756,127.0652559287
06304,전동초등학교.전농동SK아파트,897,760,1657,37.578119856,127.061494401
06308,한국산업인력공단서울지역본부,378,102,480,37.5837445296,127.072970655
06309,서울반도체고교.휘경주공아파트,384,261,645,37.5841657316,127.0692518943
06310,e편한세상청계센트럴포레아파트,814,442,1256,37.5708159089,127.0302942423
06311,한천로입구,60,149,209,37.5991142874,127.0673520004
06313,래미안장안1차아파트앞,119,195,314,37.5668317101,127.0720204711
06314,장평중학교앞,91,140,231,37.564958189,127.0702527994
06315,청량리미주상가앞,226,897,1123,37.5819579768,127.0472557344
06316,동대문구청.용두역,95,340,435,37.572834,127.04015
06318,종로사약국,215,241,456,37.5945213658,127.0653057725
06320,회기동현대아파트,799,735,1534,37.5891109228,127.0544608913
06321,우산빌딩앞,615,938,1553,37.588882349,127.0546770593
06322,배봉산입구,457,684,1141,37.5803416249,127.0682039807
06324,면곡시장,625,73,698,37.5716446389,127.0810660939
06330,동부아파트,75,326,401,37.5866888977,127.0452316453
06335,자동차부품상가,74,65,139,37.5645946726,127.0577756725
06349,청량리한신아파트.청량사입구,165,748,913,37.5865144976,127.0476686082
06351,SK아파트형공장,11,0,11,,
06356,장안동삼성쉐르빌아파트앞,700,1326,2026,37.5723084893,127.0702110373
06357,동대문노인종합복지관,114,181,295,37.5859460919,127.0497131121
06358,쌍용아파트,276,62,338,37.6013501097,127.0683889136
06359,쌍용아파트,0,167,167,37.6014674544,127.0685176937
06416,삼육서울병원,338,160,498,37.5902833371,127.0623612795
06417,동일스위트리버앞.휘봉고교,494,475,969,37.5871806733,127.0676591393
06418,청량리수산시장,1022,1369,2391,37.5786434462,127.0408714095
06419,휘봉초등학교,53,9,62,37.5877063782,127.0696854187
06422,휘경미소지움아파트,386,370,756,37.5909282333,127.0645643148
06423,서울반도체고교.휘경주공아파트,129,225,354,37.5844695451,127.0697135361
06424,용두동신동아아파트,131,136,267,37.5740450496,127.0325997915
06426,청량리수산시장,3959,2695,6654,37.5789521614,127.0418950942
06500,답십리역,434,10,444,37.5667684599,127.0531915243
06501,가든아파트.수사연구소,112,161,273,37.5845492166,127.0720741928
06502,회기역,5835,4397,10232,37.5901230159,127.0578476787
06503,농협답십리역지점,120,7,127,37.5684978574,127.0506963586
06504,동일하이빌.현대베스트빌아파트,90,12,102,37.5824731826,127.0739978057
06505,동안교회,24,77,101,37.593867821,127.0577430725
06506,경희대입구,18,479,497,37.5915657534,127.0527811217
06507,청계한신휴플러스아파트,420,318,738,37.571807229,127.0450335285
06508,시조사삼거리,46,94,140,37.588481,127.053504
06509,경희중고,22,110,132,37.5943592428,127.056427291
06510,경희대의료원,3337,2751,6088,37.5940620058,127.0522472422
06511,한신휴플러스정문,93,67,160,37.5727352624,127.0450796439
06512,천장산로33,30,54,84,37.598865,127.057872
06513,경희맨션,5,87,92,37.5956150844,127.0570001318
06515,동아아파트,136,105,241,37.5742471004,127.0455832239
06516,삼성래미안,124,105,229,37.600017,127.058495
06517,경희대동문,29,218,247,37.5966712234,127.0568673052
06518,래미안라그란데,146,48,194,37.59979,127.060119
06519,전농119안전센터,29,48,77,37.5761835356,127.0456081798
06520,래미안라그란데,56,278,334,37.599997,127.059674
06521,외대.경희대후문,75,181,256,37.5983128684,127.0571505475
06523,전농1동치안센터,99,89,188,37.5764222386,127.0480957022
06524,휘경여중고.휘경주공아파트,509,16,525,37.5824548381,127.0685629353
06526,신성미소지움아파트,105,126,231,37.5789318307,127.0501307614
06528,삼성래미안,114,169,283,37.5999118194,127.0573675632
06530,청량리소화물취급소,88,67,155,37.5805090878,127.0514146373
06533,영광빌딩,46,50,96,37.5818431221,127.0525059131
06537,시립대입구,50,122,172,37.5838521215,127.0534663672
06539,외대앞역,740,435,1175,37.5953348737,127.0628249067
06546,회기역종점,1188,1064,2252,37.5898517712,127.0587395905
06556,외대.경희대후문,184,78,262,37.5983039484,127.0569625455
06557,신설동역1번출구,840,147,987,37.5760124698,127.0236090065
06559,천장산로33,40,66,106,37.5988826722,127.0577550224
06560,경희대동문,137,52,189,37.5967406655,127.056746183
06564,경희맨션,21,27,48,37.5956556765,127.0569106983
06567,경희중고,82,27,109,37.5946512359,127.056342578
06570,동안교회,11,70,81,37.5928603119,127.0573015187
06572,동대부고.은석초교앞,46,114,160,37.5792594647,127.0736700296
06575,서울시립대,97,61,158,37.5831151587,127.0531816401
06576,영광빌딩,70,36,106,37.5819811249,127.0521991693
06577,청량리소화물취급소,41,49,90,37.5805903074,127.0511350317
06578,신성미소지움아파트,186,104,290,37.5786581335,127.0495757982
06579,전농1동치안센터,47,81,128,37.5762782623,127.0476065132
06580,동대문해병전우회,73,73,146,37.5763718959,127.0455245142
06581,태양어린이.동아아파트,134,131,265,37.5740642361,127.0454348029
06582,한신휴플러스후문,67,69,136,37.572989629,127.0467315569
06583,신답역,42,83,125,37.5711404728,127.0492345839
06584,장미예식장,10,61,71,37.5701586306,127.0505437481
06585,동부자동차매매시장,6,192,198,37.5689958143,127.0514870981
06586,답십리역.경우회매장입구,2,246,248,37.567473882,127.0534863549
06587,답십리쌍마사거리,1,117,118,37.5661899369,127.0552015711
06588,부속상가,21,41,62,37.5651430993,127.0566146653
06591,고려대역3번출구,749,379,1128,37.5904833874,127.0365261369
06594,의료원입구사거리,6,1265,1271,37.5926993775,127.052658489
06595,삼육서울병원,141,106,247,37.5902762019,127.0622219909
06774,신설동로터리.서울풍물시장,278,487,765,37.5742755859,127.0234166489
06775,경동시장앞,1196,767,1963,37.58056802,127.0386578148
06776,경동시장사거리,1200,770,1970,37.5772293536,127.038109149
06779,동답초교.대림아파트,740,606,1346,37.5712072227,127.0652298839
06780,정화여자중.상업고등학교,85,290,375,37.5868028035,127.0417530049
06781,정화여자중.상업고등학교,87,72,159,37.5866113105,127.0418434744
06999,동대문노인종합복지관,31,41,72,37.5863103228,127.0492581619
