버스정류장ARS번호,역명,승차총승객수,하차총승객수,총이용객수,위도,경도
15330,금실어린이공원,122,211,333,37.5174285164,126.8378532017
15331,강신중학교,639,375,1014,37.5158628238,126.839808639
15332,양서중학교,586,545,1131,37.5315463481,126.8309503372
15333,신월1동주민센터.신월보건지소,843,822,1665,37.5321812684,126.8310479701
15334,신월3동주민센터.신월3동우체국,966,863,1829,37.5346648231,126.8288288926
15335,서부여성발전센터,569,794,1363,37.535164296,126.8290121927
15336,가로공원공영주차장.신영시장,521,108,629,37.5363759851,126.8330270198
15337,신월사거리.국민은행신월동지점,1313,73,1386,37.5358050015,126.8291078692
15338,서서울호수공원,682,592,1274,37.5290347298,126.8325721561
15339,서서울호수공원,758,935,1693,37.5292505864,126.8329212932
15340,하나은행신월동지점,0,252,252,37.5304768462,126.8379926774
15341,가로공원공영주차장,87,500,587,37.5366508061,126.8325796723
15342,양원초교.광영여고,257,171,428,37.5390246021,126.8235071834
15343,국민은행신월동지점,160,763,923,37.5362149282,126.8296038629
15344,메디힐병원,499,896,1395,37.5369926272,126.8277768675
15345,신화중학교,183,684,867,37.5396509921,126.8313535928
15346,신월5동주민센터.신월중학교,622,659,1281,37.5394783937,126.8275323805
15347,신월5동주민센터.신월중학교,1225,619,1844,37.539249826,126.8276175857
15348,신월중학교입구,578,191,769,37.539901203,126.8252825465
15349,신월중학교입구,328,490,818,37.540131513,126.8256582331
15350,광영고.신동아파밀리에아파트,78,77,155,37.5393577897,126.8233615523
15351,서울금융고등학교,565,445,1010,37.537320428,126.8270247465
15352,신화중학교,865,361,1226,37.53935507,126.8307630563
15353,경창빌딩,310,401,711,37.5186593622,126.8385824561
15354,신월시영아파트중문,427,382,809,37.519095445,126.8367192546
15355,신월시영아파트중문,243,178,421,37.5190839909,126.8365807096
15356,목원초등학교.서울지방식품의약품안전청,55,78,133,37.5430365015,126.8813545994
15357,양천노인종합복지관,60,117,177,37.5104115391,126.8590792819
15358,양서중학교,93,87,180,37.5327964612,126.8302430927
15359,양명초등학교,21,34,55,37.5160834014,126.8572418295
15360,신목동역.서울지방식품의약품안전청,551,212,763,37.5436358,126.8833582818
15361,목동파라곤,1020,1015,2035,37.5300691011,126.8755214922
15362,신정현대아파트.서부트럭터미널,524,1036,1560,37.5090108927,126.8420065648
15363,대일관광고.푸른마을3단지,222,234,456,37.5111781699,126.836221887
15364,대일관광고.푸른마을3단지,127,288,415,37.511319,126.835885
15365,신정현대아파트,0,32,32,37.5086365863,126.8410741599
15366,신월문화체육센터,47,29,76,37.5205124893,126.8368773634
15367,목동아파트1102동앞,128,85,213,37.5115795698,126.8601148427
15368,트럭터미널주유소앞,20,2,22,37.5090877674,126.8415437621
15369,목동아파트1434동앞,730,286,1016,37.5156610604,126.8719841075
15370,목동아파트1216동앞,41,144,185,37.5115054211,126.8621876648
15372,목동아파트1218동앞,19,69,88,37.5117167505,126.8636210262
15373,양천공영차고지,1,1497,1498,37.5084237826,126.8372401516
15374,국립과학수사연구소.고강동종점,7,699,706,37.5236309481,126.8259331584
15377,신월동기점,151,0,151,37.529576762,126.8386621156
15378,양천공영차고지,358,52,410,37.5087014007,126.8376467183
15399,푸른마을1단지.이든채아파트,863,266,1129,37.5126531126,126.8353881275
15401,신정교입구,98,180,278,37.5186052595,126.8739017041
15402,중부운수앞,11,144,155,37.5242203138,126.8307794978
15405,서남병원.이든채아파트,98,214,312,37.512878,126.83488
15408,신정교입구,882,230,1112,37.5185708053,126.8736165136
15412,계남초등학교,194,369,563,37.5101238882,126.8577593241
15413,신목동역.서울지방식품의약품안전청,139,287,426,37.5436432794,126.8835304104
15414,보람쉬움아파트,447,206,653,37.5297998782,126.8354825562
15415,보람쉬움아파트.신영시장,265,327,592,37.5299044382,126.8352416009
15416,신정이펜하우스2단지,145,297,442,37.5145028936,126.8305420682
15419,이펜하우스1단지.어르신요양센터,234,314,548,37.5133944288,126.8288196516
15421,신정이펜하우스3.4단지,600,376,976,37.5112884496,126.8304616781
15423,신정이펜하우스5단지.서남병원,333,171,504,37.511195872,126.8334705173
15450,원종IC,0,2,2,,
15451,고강지하차도입구,0,13,13,,
15452,고강지하차도입구,0,1,1,,
15453,원종IC,0,3,3,,
15500,푸른마을아파트3단지,95,18,113,37.5120789765,126.8365884562
15501,강서보건소.9호선등촌역,2356,1391,3747,37.5490380694,126.8680475339
15503,목2동주민센터,1455,256,1711,37.5461773017,126.8713802897
15504,동일하이빌아파트,37,50,87,37.5100140206,126.8408155962
15505,팔복부동산.목동교회,360,527,887,37.543894503,126.870383328
15506,신정현대아파트.서부트럭터미널,121,161,282,37.5084268815,126.8412612427
15507,목동문화체육센터.건영아파트,401,1102,1503,37.5417556164,126.8690347158
15508,한성교회.금옥여고.백암고,386,93,479,37.5107847678,126.8430650004
15509,우신웨스트빌.목동보건지소,426,673,1099,37.5394632318,126.8690375939
15510,대림.수정아파트,228,29,257,37.5123383373,126.8424429811
15511,벽산.대주아파트,237,32,269,37.5143898216,126.8415302899
15512,성원.극동아파트,194,183,377,37.5380036179,126.8716473252
15513,목동센트럴2단지,79,24,103,37.515529943,126.8410312611
15516,목동센트럴1단지,58,65,123,37.5164268831,126.8407068265
15518,농협.영도초등학교,350,153,503,37.535918184,126.8705498954
15522,학마을2단지아파트,21,280,301,37.5088381976,126.8442805344
15524,한신청구아파트,98,75,173,37.53969003,126.8815754738
15526,학마을2단지아파트,338,11,349,37.5089601172,126.8440958579
15536,신정1동주민센터,181,71,252,37.5183653861,126.8547129441
15539,목동10단지,145,67,212,37.5189371319,126.8566246544
15540,오목교역.대학학원,1227,459,1686,37.5248106495,126.8741567243
15542,목동프라자,215,133,348,37.5193999936,126.8593705814
15545,신서초교,123,48,171,37.5206350924,126.8621671623
15547,서울남부지법,64,36,100,37.5216813177,126.8629843287
15553,한신청구아파트정문,26,126,152,37.5398180274,126.8816171411
15554,목동8단지천주교,95,205,300,37.5225981211,126.8688815376
15556,목동3.4단지사잇길,182,599,781,37.5327979786,126.8716438006
15561,용왕산입구,67,130,197,37.5380880949,126.8731057989
15564,성원.극동아파트,450,344,794,37.5380073723,126.8717853725
15565,목동9단지B상가,88,112,200,37.5182652653,126.860685007
15566,현대아파트.월드메르디앙아파트,579,283,862,37.5390523984,126.8699130421
15567,목동프라자,98,71,169,37.5195079433,126.8592176522
15568,우신웨스트빌.목동보건지소,656,407,1063,37.5402388202,126.8688076498
15570,목동문화체육센터.건영아파트,1073,348,1421,37.5418504119,126.869197507
15571,신정1동주민센터,103,164,267,37.5184090452,126.8543800508
15572,팔복부동산.목동교회,217,650,867,37.5438486739,126.8704988384
15574,목2동주민센터,182,1677,1859,37.5466952437,126.8713325179
15576,양동중학교,65,238,303,37.547522312,126.8687518796
15577,수명산입구,398,397,795,37.5434136288,126.8288756598
15579,거산아파트,83,27,110,37.5401966583,126.8319712047
15582,신곡시장,45,117,162,37.5187453383,126.842581104
15584,목동센트럴1단지,57,173,230,37.5165519359,126.8404713803
15585,목동센트럴2단지.이마트24,41,164,205,37.5157451286,126.8408152558
15586,벽산.대주아파트,49,285,334,37.5145607856,126.8413477998
15587,대림.수정아파트,42,199,241,37.5122985653,126.8423503064
15588,한성교회.백암고,75,153,228,37.5111080859,126.8429319752
15589,금옥여고.대우미래사랑아파트,74,154,228,37.5096646181,126.8436826965
15591,동일하이빌아파트,19,57,76,37.5101435591,126.8406524331
15593,현대아파트.월드메르디앙아파트,302,360,662,37.5387122738,126.8703583513
15594,롯데캐슬아파트.목3동시장,464,567,1031,37.5480700593,126.8670352013
15596,신정이펜하우스1단지,94,2,96,37.5150602232,126.8280891009
15599,서남병원,122,4,126,37.5117397462,126.8325983835
15600,신은초등학교,111,6,117,37.5133381042,126.8335392789
15614,신은초등학교,4,157,161,37.5134441509,126.8336662919
15635,서남병원,17,180,197,37.5117570005,126.83252592
15637,이펜하우스3.4단지,0,95,95,37.5120485294,126.8295805468
15638,양천어르신요양센터,0,56,56,37.5134418624,126.828910031
15639,신정이펜하우스1단지.새금성교회,3,105,108,37.5144526403,126.8284976952
15718,양천공영차고지,1207,41,1248,37.5084115031,126.8374184549
15992,강서양천교육지원청,138,12,150,37.541566,126.829937
15995,거산아파트,6,123,129,37.5407169042,126.8316906449
16001,염창역.서울도시가스,4545,2339,6884,37.547146203,126.8758965674
16002,염창역.서울도시가스,1917,3241,5158,37.5469638223,126.875005296
16003,등촌역.강서보건소,3051,1948,4999,37.5491138794,126.8687187259
16004,등촌역.강서보건소,2197,3835,6032,37.5494106214,126.8675998318
16005,등촌중학교.백석초등학교,1233,1566,2799,37.5526262092,126.861438627
16006,등촌중학교.백석초등학교,636,1315,1951,37.5529052232,126.8606811411
16007,강서구청사거리.서울디지털대학교,1534,2111,3645,37.5548873841,126.8555268401
16008,강서구청사거리.서울디지털대학교,2617,2034,4651,37.5552355847,126.8540843129
16009,KBS스포츠월드,982,1204,2186,37.556782,126.850512
16010,KBS스포츠월드,1160,790,1950,37.557050527,126.848927351
16011,한국가스기술공사,443,1109,1552,37.558022,126.845633
16012,한국가스기술공사,941,612,1553,37.557971797,126.8437363221
16013,발산역,411,1689,2100,37.558502,126.83922
16014,송정역,1550,456,2006,37.561451697,126.8098252947
16015,송정역,217,967,1184,37.5613543738,126.8109375565
16016,공항중학교.마곡엠밸리9.10단지,356,90,446,37.5608007973,126.8155482638
16017,발산역,2477,992,3469,37.5585733533,126.8376109437
16018,마곡역,343,1128,1471,37.559695,126.827513
16019,마곡역,1253,377,1630,37.5597284531,126.8262227042
16020,공항중학교.마곡엠밸리9.10단지,126,467,593,37.5607379709,126.8171527623
16021,마곡동로사거리,459,1311,1770,37.5590734814,126.8339921625
16022,마곡동로사거리,1177,818,1995,37.5591051266,126.8324754968
16023,강서세무서,769,216,985,37.5601352538,126.8221992473
16024,강서세무서,155,490,645,37.5601606335,126.8228597284
16100,화원중학교,102,109,211,37.5378331474,126.8410402083
16101,가양동탑산문화공원,135,153,288,37.565718,126.846099
16102,서울식물원.식물문화센터,36,38,74,37.5683369266,126.8350580335
16103,백석초등학교.한국임업진흥원,144,141,285,37.5527036123,126.8616542673
16104,등촌중학교.한국임업진흥원,436,575,1011,37.5529521864,126.8601040507
16105,강서대학교.강서LG베스트샵,243,279,522,37.5548452055,126.8560333678
16106,하이웨이주유소.강서대학교,202,170,372,37.5545340687,126.8557934761
16107,서울식물원.숲문화학교,3,47,50,37.5662276025,126.8341460719
16108,LG사이언스파크,105,123,228,37.5619785387,126.8335273253
16109,등촌주공5단지아파트,69,160,229,37.5581926191,126.8437952791
16111,발산역4번출구,65,275,340,37.5586270014,126.8392815106
16112,발산역5번출구,84,153,237,37.5582109717,126.8394838811
16115,공항중학교,50,312,362,37.561102,126.815009
16116,송정역4번출구,118,428,546,37.5611760789,126.810720132
16117,송정역,165,296,461,37.5616789813,126.8090169265
16118,공항시장,199,237,436,37.5622654951,126.8088328704
16119,공항시장,330,274,604,37.5624230357,126.8087504097
16120,공항시장역3번출구,557,237,794,37.5638248877,126.8109493938
16121,공항시장역.공항성산교회,411,326,737,37.5647464984,126.8113840134
16122,방화주유소,35,217,252,37.566218,126.812578
16123,방화2동청성아파트앞,226,136,362,37.5669761672,126.8116149845
16124,방신전통시장입구,99,445,544,37.5699529318,126.8128627805
16125,마곡우촌아파트,445,66,511,37.5700234331,126.8114748571
16126,방신전통시장정문.방화사거리,316,477,793,37.5727187792,126.8115903308
16127,방신전통시장정문.방화사거리,502,137,639,37.5726571076,126.8113414217
16128,한서고등학교.보람아파트,7,230,237,37.57483,126.811733
16129,한서고등학교.보람아파트,240,32,272,37.574816243,126.8114186211
16130,방화역2번출구,91,686,777,37.576742,126.812627
16131,방화역3번출구,643,64,707,37.5769118737,126.8123587027
16132,방화3동주민센터.국립국어원,1,289,290,37.57913,126.813513
16133,방화7단지.국립국어원,429,35,464,37.5793082749,126.8133544706
16134,가양역4번출구.가양8단지아파트,70,123,193,37.5618621425,126.8559123678
16135,가양역7번출구.마포중고교,2666,2614,5280,37.5589275113,126.8542038866
16136,가양역8번출구.마포중고교,4319,2453,6772,37.5595591647,126.8541936005
16137,경복비즈니스고등학교,896,2182,3078,37.5575280794,126.8534482519
16138,경복비즈니스고등학교,622,542,1164,37.557662838,126.8531220051
16139,강서구청.한국건강관리협회,2657,1551,4208,37.552627948,126.8505841855
16140,강서구청.한국건강관리협회,2124,2910,5034,37.5526688733,126.8501698616
16141,우장초등학교,1965,1532,3497,37.5503532252,126.8481814428
16142,우장초등학교,1909,1949,3858,37.549366909,126.8477782735
16143,한국폴리텍1.서울강서대학교,1676,1361,3037,37.5460872756,126.8452748106
16144,한국폴리텍1.서울강서대학교,1414,1839,3253,37.5458432676,126.8447320961
16145,화곡본동시장,1002,2283,3285,37.5431786479,126.8426281976
16146,화곡본동시장,2045,1288,3333,37.5433434761,126.8432514003
16147,화곡역6번출구,1445,2110,3555,37.5410376002,126.8387505747
16148,화곡역7번출구,1444,1216,2660,37.5408730247,126.8370055717
16149,강서구청소년상담복지센터,1173,1261,2434,37.5401952775,126.8355643823
16150,화곡푸르지오,380,703,1083,37.5401506396,126.8344789776
16151,외발산신광명마을,99,470,569,37.5460645834,126.8215259396
16152,외발산신광명마을,115,238,353,37.545958,126.821132
16153,강서면허시험장.메이필드호텔,399,712,1111,37.5496838966,126.8194959796
16154,강서면허시험장.메이필드호텔,136,227,363,37.5477976201,126.820225595
16155,강서농수산물도매시장,81,108,189,37.55187,126.81998
16156,영인운수차고지,3,0,3,37.5453351183,126.8179353333
16157,대한항공.메이필드호텔,34,1,35,37.5497227693,126.8168175473
16158,공항동송정중학교,93,102,195,37.5527773034,126.8149361014
16159,공항동송정중학교,193,248,441,37.55313,126.815368
16160,국립항공박물관.공항동천주교회,208,208,416,37.555638,126.811917
16161,국립항공박물관.공항동천주교회,131,79,210,37.555152,126.811943
16162,공항동지하도입구,59,288,347,37.559087,126.808185
16163,영인운수차고지,1,3,4,37.5452133046,126.8182939748
16164,방화중학교,136,22,158,37.564621397,126.8059168195
16166,방화동도시개발11단지,66,178,244,37.570852,126.804202
16167,개화119안전센터,14,291,305,37.575195,126.8026
16168,개화119안전센터,37,14,51,37.575128,126.802225
16169,개화역1번출구.개화검문소,6,45,51,37.578455,126.800345
16170,개화역1번출구.개화검문소,567,28,595,37.5784942626,126.7997884498
16172,부석마을.상사마을입구,58,29,87,37.58182,126.798335
16173,영일고등학교.강서도서관,2526,2097,4623,37.5489885793,126.8633553696
16174,아이파크아파트.백석중학교.실로암안과,1382,1977,3359,37.5451448999,126.8621412863
16175,등촌2동주민센터.등촌동대림아파트,1000,1182,2182,37.5419424703,126.8629698908
16176,대일고교.임광아파트.배광교회,958,1238,2196,37.539791346,126.8635679255
16177,용문사.시립화곡청소년센터,1884,1560,3444,37.5370972069,126.8633458107
16178,목동사거리,316,562,878,37.5331985949,126.8635224048
16179,목동사거리,2742,2393,5135,37.5316337661,126.863608811
16180,화곡동남부시장,1349,1565,2914,37.5318363326,126.858853902
16181,성석교회,1531,813,2344,37.5315122234,126.8575906388
16182,서울신정초등학교,702,631,1333,37.5311293183,126.8529083134
16183,서울신정초등학교,817,753,1570,37.530930626,126.8525296973
16184,화곡8동주민센터,396,1074,1470,37.5308233051,126.8495911999
16185,화곡8동주민센터.까치산시장,1074,518,1592,37.5305885107,126.8488200647
16186,KT강서지사,1002,841,1843,37.5299722869,126.8475167279
16187,KT강서지사,447,565,1012,37.5299538337,126.8478810975
16188,화곡동유림아파트,230,794,1024,37.530479,126.844302
16189,화곡동유림아파트,613,434,1047,37.5303526005,126.8444275174
16190,황외과앞,384,9,393,37.5309632183,126.8378394153
16191,까치산역2번출구,4378,4189,8567,37.5317706703,126.8468455507
16192,까치산역4번출구,3936,3464,7400,37.5322386315,126.8461927843
16193,화곡동백구사,573,1187,1760,37.5326003237,126.8425221182
16194,화곡동백구사,869,391,1260,37.5323817672,126.8407943889
16195,화곡대림아파트,732,443,1175,37.5330031766,126.8389262692
16196,화곡동대림아파트.화곡중앙시장,1524,1693,3217,37.5341804114,126.8383240895
16197,강서문화원.강서K병원,878,309,1187,37.5367734994,126.8371920237
16198,강서문화원.강서K병원,298,962,1260,37.5374398713,126.8368737328
16199,강서문화원.강서K병원,370,168,538,37.5369060331,126.8366700411
16200,강서문화원.강서K병원,206,465,671,37.5371786505,126.8362926723
16201,다운어린이공원.치유하는교회,209,855,1064,37.5325644788,126.8437952234
16202,화원중학교,47,157,204,37.537977,126.840433
16203,신월초등학교,499,280,779,37.5386348969,126.8389691102
16204,신월초등학교,159,364,523,37.5389654088,126.8394911995
16205,화곡역5번출구,2182,1664,3846,37.5406479194,126.8409451288
16206,화곡역4번출구,3042,2522,5564,37.540952728,126.8411221475
16207,화곡역1번출구,667,953,1620,37.5427978434,126.8395162317
16208,화곡역8번출구,477,773,1250,37.5429294084,126.8388885788
16209,대원시장,500,510,1010,37.5440629818,126.8382263704
16210,대원시장,567,602,1169,37.5445248902,126.8373132333
16211,화곡중고등학교,953,532,1485,37.5472239799,126.8362222507
16212,화곡중고등학교,545,829,1374,37.5474202914,126.8364707757
16213,우장산역1번출구,2001,1161,3162,37.549241001,126.8365028309
16214,우장산역4번출구,2009,1376,3385,37.5497942598,126.8362284945
16215,명덕고등학교.서울스타병원,1410,1337,2747,37.5530943921,126.8365206219
16216,명덕고등학교.서울스타병원,1403,1368,2771,37.5532912365,126.8363717464
16217,발산역.우장산힐스테이트,579,775,1354,37.5560385988,126.8376254994
16218,발산역.우장산힐스테이트,964,669,1633,37.5567655856,126.8374835698
16219,발산역2번출구,1480,1058,2538,37.56009,126.838558
16220,발산역3번출구,1013,1112,2125,37.5601701491,126.8389703128
16221,서울호서전문학교.등촌주공3단지아파트,672,521,1193,37.562868,126.839465
16222,서울호서전문학교.등촌주공3단지아파트,296,686,982,37.562662,126.839755
16223,서울강서우체국,137,482,619,37.5645670875,126.8403693809
16224,서울강서우체국,239,100,339,37.5645673439,126.8400518125
16225,양천향교역.휴먼빌아파트,666,550,1216,37.5692156291,126.8416017657
16226,양천향교입구,159,321,480,37.5700307989,126.8414302464
16227,가양한강타운아파트,256,591,847,37.570402906,126.8434528337
16228,가양한강타운아파트,502,180,682,37.5705058666,126.8438103417
16229,가양2단지성지아파트.동양고등학교,255,518,773,37.5696275978,126.8465390121
16230,가양2단지성지아파트.동양고등학교,655,318,973,37.5696444144,126.84734832
16231,한보구암마을아파트,342,307,649,37.5687703572,126.8490281961
16232,가양동천주교영등포공업고등학교,287,219,506,37.5684832895,126.8496502756
16233,서울서진학교.우체국앞.허준박물관,230,228,458,37.5668487184,126.8513309956
16234,탑산초등학교.허준박물관,146,162,308,37.5666981923,126.8517605558
16235,가양4단지아파트,190,204,394,37.5652618508,126.8532911497
16236,대림경동아파트,156,125,281,37.5655880638,126.8532162499
16237,가양5단지아파트,201,241,442,37.564242,126.85513
16238,가양2동강변아파트,157,129,286,37.5641799397,126.8556380616
16239,가양6단지아파트,172,112,284,37.5629463904,126.8579043717
16240,가양초등학교,411,506,917,37.561717,126.85982
16241,강서구청별관,317,70,387,37.5611994625,126.8597589765
16242,가양3동주민센터,191,171,362,37.5614125205,126.8607529864
16243,가양9단지아파트,428,337,765,37.559812,126.863307
16244,가양9단지아파트.세현고등학교,377,369,746,37.5598119345,126.8636096929
16245,염창동아3차아파트.나이아가라호텔,240,739,979,37.5491222747,126.877626568
16246,염창동아3차아파트,378,150,528,37.5488168686,126.8776893136
16247,염창동새마을금고,486,731,1217,37.5502350947,126.8733240118
16248,염창동새마을금고,633,366,999,37.5501570313,126.8727944748
16249,염창동한마음.관음삼성아파트,571,767,1338,37.5530470916,126.8697189477
16250,염창동관음삼성아파트,733,415,1148,37.5529295507,126.8693581039
16251,태영.삼성한사랑아파트,527,271,798,37.5550652684,126.8654574304
16252,금호.한솔아파트,481,714,1195,37.5554473635,126.8654850398
16253,블루나인비지니스센터,583,445,1028,37.5562428349,126.8637439355
16254,블루나인비지니스센터,416,607,1023,37.5565070571,126.8639188939
16255,증미역1번출구.강서소방서,137,211,348,37.5578632495,126.861434589
16256,증미역3번출구.강서소방서,564,307,871,37.557230783,126.8617194697
16257,가양역6번출구.현대프린스텔,359,208,567,37.5602196054,126.8563497598
16258,가양역5번출구.현대아파트,111,358,469,37.5604119558,126.8567272077
16259,가양역9번출구.우성아파트,579,639,1218,37.5614520887,126.8539737105
16260,가양역1번출구.우성아파트,525,453,978,37.562223,126.853228
16261,SBS공개홀,350,376,726,37.5634890953,126.85080021
16262,SBS공개홀,231,340,571,37.563659097,126.8498490115
16263,가양4.5단지상가앞,43,68,111,37.5640845262,126.8526273202
16264,서울서진학교,158,172,330,37.565616,126.849851
16265,등촌동대림아파트,517,244,761,37.5644051441,126.8483940429
16266,강서한강자이아파트,360,359,719,37.5650145106,126.8478709578
16267,가양동CJ주식회사,101,151,252,37.5666541126,126.844935221
16268,가양동CJ주식회사,211,158,369,37.5668132495,126.8440630854
16269,양천향교역1번출구.양천초교,832,361,1193,37.569105,126.840356
16270,양천향교역8번출구.양천초교,177,385,562,37.568749,126.840489
16271,겸재정선미술관.서울식물원,76,270,346,37.5697783342,126.8385690451
16272,겸재정선미술관.서울식물원,226,168,394,37.5707733354,126.8372947297
16273,마곡실내배드민턴장,115,114,229,37.5726185461,126.82984731
16274,마곡실내배드민턴장,108,115,223,37.5726747685,126.8319558638
16275,서남물재생센터,22,159,181,37.5730045551,126.8273192464
16276,서남물재생센터,33,54,87,37.5727700614,126.8271584787
16277,서남환경공원.마곡청구아파트,44,318,362,37.5732822116,126.8233293081
16278,서남환경공원.마곡청구아파트,415,98,513,37.573136622,126.8222079622
16279,방화2단지아파트,520,278,798,37.573256,126.81844
16280,방화2단지아파트,248,395,643,37.573514,126.818829
16283,방화동동부센트레빌아파트,389,186,575,37.5733225126,126.8138643735
16284,방화동동부센트레빌아파트,132,487,619,37.573528,126.814217
16285,한서고등학교.방화사거리,273,240,513,37.573128,126.810512
16286,한서고등학교.방화사거리,111,265,376,37.573162,126.809421
16287,개화산역2번출구,581,219,800,37.572521,126.806172
16288,개화초교.개화산역2번출구,112,236,348,37.572655,126.805346
16291,등촌3동천주교회,129,150,279,37.5600812481,126.8457975984
16292,등촌3동천주교회,271,272,543,37.5599579041,126.8460350791
16293,등촌3동5단지아파트.등촌고등학교,196,120,316,37.561745,126.84519
16294,등촌3동5단지아파트.등촌고등학교,255,213,468,37.561949377,126.8452050542
16295,등촌3동주공4단지아파트,262,171,433,37.5624287385,126.8431809018
16296,등촌동부영아파트,303,163,466,37.562722,126.84275
16297,등촌3동주공10단지아파트,306,112,418,37.5619664289,126.8474153204
16298,등촌3동대림아파트,157,302,459,37.5625898053,126.8474900471
16301,마곡13단지힐스테이트아파트,102,90,192,37.5566960084,126.8179661823
16303,서울디지털콘텐츠고등학교,199,46,245,37.5755292328,126.8166269967
16304,방화1.2단지아파트,108,180,288,37.5752232916,126.8168824539
16305,서울백영고등학교,412,430,842,37.5695169119,126.8168322544
16306,서울백영고등학교,447,279,726,37.569091,126.816406
16307,공항중학교,96,178,274,37.5631891761,126.8162655595
16308,공항중학교.마곡엠밸리9단지,319,183,502,37.562076,126.816722
16309,양천향교역7번출구,1086,255,1341,37.5670001354,126.8407487895
16321,방신전통시장입구,205,46,251,37.5700525655,126.812660348
16322,방화주유소,33,31,64,37.5666910754,126.8125292434
16326,제과점앞,160,102,262,37.5602109477,126.8099418283
16327,공항동천주교회,83,163,246,37.557387,126.811612
16328,강서한방병원,272,1287,1559,37.5301259278,126.8390315329
16329,강서한방병원,1305,240,1545,37.5299929864,126.8393407089
16330,강서한강자이아파트,159,152,311,37.5663646057,126.8500718716
16332,강서구청별관,39,154,193,37.561162,126.859807
16339,우장산동주민센터,46,187,233,37.5479250527,126.8415761023
16340,문성유치원,129,187,316,37.5469149557,126.8442261922
16341,우장산투웨니퍼스트오피스텔,107,175,282,37.5471985703,126.8457900497
16342,가양7단지상가,8,107,115,37.560708,126.861713
16344,등촌주공9단지,40,21,61,37.561643,126.850602
16345,강서구올림픽체육센터,59,39,98,37.559912,126.850182
16346,등촌주공6단지,41,17,58,37.560553,126.848477
16347,등현초등학교,50,23,73,37.5611028771,126.847269544
16348,가양7단지상가앞,221,30,251,37.560749155,126.8618310381
16350,우장산휴먼빌아파트,220,108,328,37.5474383521,126.8434782256
16351,우장산동주민센터,99,180,279,37.5480757415,126.8414060402
16352,우장산아이파크이편한세상,18,335,353,37.548002196,126.8370211691
16361,우장산파크빌,273,136,409,37.5466528685,126.8453328761
16364,강서힐스테이트아파트,216,116,332,37.547853051,126.836963084
16366,등촌주공6단지앞,25,37,62,37.560355,126.848447
16367,강서구올림픽체육센터,23,41,64,37.559795,126.850322
16368,등촌9단지SBS공개홀,8,48,56,37.561875,126.850932
16369,가양4.5단지상가앞,15,66,81,37.563943,126.852823
16373,삼정그린코아아파트,60,59,119,37.5715960686,126.8117011886
16374,강서농협,17,93,110,37.56832217,126.8128866692
16375,강서농협,94,23,117,37.568388,126.812767
16376,서울방화초등학교,9,7,16,37.568165,126.805304
16378,공항동주민센터,61,154,215,37.55883,126.810557
16379,천주교성당,301,21,322,37.556398,126.812261
16385,마곡나루역4번출구.서울식물원,77,613,690,37.5652544127,126.8277729117
16386,마곡나루역5번출구.서울식물원,1236,325,1561,37.5653688926,126.8275009964
16387,마곡역4번출구,296,273,569,37.5593495514,126.828573099
16388,이대서울병원,353,227,580,37.5587395873,126.8348300457
16389,김포공항국내선,1099,153,1252,37.5587417798,126.804207227
16390,김포공항국내선,280,385,665,37.5583911194,126.8046467079
16391,김포공항국제선,521,498,1019,37.56531,126.801112
16393,발산역7번출구,190,118,308,37.5577386829,126.8379025495
16394,신방화5번출구,300,125,425,37.567394529,126.8174477684
16395,마곡엠밸리6.7단지.마곡중학교,263,94,357,37.5671078261,126.8214497647
16396,마곡나루역1번출구,462,198,660,37.5667539271,126.8257999476
16397,마곡역,218,559,777,37.56108,126.826863
16398,마곡역,598,666,1264,37.560522,126.827203
16399,마곡나루역1번출구.웰튼병원,483,1205,1688,37.5669558738,126.8265562889
16400,마곡동로사거리,414,474,888,37.5594674923,126.8314960803
16401,마곡엠밸리11.12단지,0,6,6,37.5600644793,126.8215712653
16402,마곡13단지힐스테이트후문,37,1,38,37.5566341229,126.8187359229
16403,공진초등학교,14,5,19,37.5584322785,126.8216428956
16408,외발산동기점,467,15,482,37.5452091516,126.8213321956
16410,한국공항공사,89,107,196,37.562433,126.798872
16411,한국공항공사,43,173,216,37.5625221156,126.7987623811
16413,개화동상사마을종점,83,100,183,37.588697,126.80181
16416,마곡수명산파크7단지,470,129,599,37.5492187282,126.8230654224
16417,마곡수명산파크5단지6단지,676,66,742,37.5513079456,126.8253549438
16418,마곡수명산파크2단지,576,81,657,37.5549071083,126.8264227097
16419,마곡수명산파크2단지,70,635,705,37.554787,126.826058
16420,마곡수명산파크3단지4단지,130,368,498,37.55168483,126.8252225589
16421,마곡수명산파크7단지,126,224,350,37.549322,126.822762
16422,마곡역6번출구,32,8,40,37.559571,126.825491
16424,화곡2동주민센터,935,691,1626,37.5313768831,126.8552226927
16425,화곡2동주민센터,744,903,1647,37.5311763199,126.854483648
16427,마곡엠밸리14단지아파트,156,511,667,37.557467,126.826412
16428,마곡엠밸리15단지아파트,330,171,501,37.5574387588,126.8267496101
16429,발산역9번출구,1089,739,1828,37.5589193253,126.8365135554
16430,공항동주민센터,80,99,179,37.558964,126.810619
16431,신방화사거리,127,326,453,37.572868,126.816922
16432,신방화사거리,580,237,817,37.5727855639,126.8165346746
16433,마곡우촌아파트,36,216,252,37.5701349,126.8117126614
16434,개화역광역환승센터,15,238,253,37.57845,126.797811
16435,개화역광역환승센터,274,9,283,37.57822,126.797978
